"post"	"labels"	"I"	"N"	"F"	"P"	"post_augmented"
"i never had much trouble in the classes themselves. i always got a's or b's. the trouble for me was in my mind. i didn't (and still don't) know what i want to do (major-wise). i stopped going to... </s> i actually agree. being such an introverted person, i just like to have somebody that can bring out the 5% extrovert in me. someone that can make me laugh and smile after a day of seriousness and... </s> i couldn't help but giggle at the thought of marijuana paying for the education of children. xd i completely agree with this though. </s> i don't mind it. it does describe me well, so i have no qualms.'"	"14"	"1"	"0"	"0"	"0"	"never I much had trouble in the classes themselves i. always got a ' s or b s '. trouble the for was me in my mind. i didn ' t and (still don ' t) know what i want to do (major - wise) i. stopped going to. .. </s> agree I actually. being an such person introverted, i just like have to that somebody can bring out the 5% extrovert in me. someone that can me make and laugh smile a after of day seriousness and. .. </s> I couldn ' help t at but giggle the thought marijuana of paying for the education of children. xd completely i this agree with though. </s> i ' don it t mind it does. describe me well, so i no have qualms. '"
"are you sure he's an <mbti>? doesn't sound like one to me. the thing that struck me was him threatening to break up with you at every little thing. commitment for istjs is huge, and i could never see... </s> i also seem to be highly attuned to change. i walked into my dorm building after winter break, and i was the first one to notice they'd installed new light bulbs in the halls because things were just... </s> how do you view and handle theory? i have no problem with theory that is well-founded and fairly clear-cut. things like the theory of evolution, music theory, the big bang, etc. are no problem.... </s> here's an <mbti> who loves creative writing! it's one of my passions, and i've been writing stories since middle school. reading is another love of mine. to me, reading and writing (especially... </s> like you, i'm a gardener. when i start a novel, i've usually picked out two protagonists, their characteristics, and a setting. it can literally be as crude as selfish eighteen-year-old jane and... </s> for me, it helps to become well-versed in whatever art i'm trying to create. i don't mean reading self-help books or trying to exactly follow a step-by-step procedure. one of my favorite creative... </s> sorry for misquoting or misunderstanding you, and thanks for clearing some of your points up. most of my response was to this: that just seemed like a generalization at the time, so i thought... </s> the majority of my favorite songs are probably from the late 70s to mid 00s. however, i love the oldies (yeah, that 50s and 60s stuff, doo wop, and all), but it has nothing to do with me thinking... </s> i'm usually punctual, if not early. when i'm late, it's because i know i can get away with it (like with a professor who is chronically late, or with an informal 'drop by when you will' study... </s> i can be pretty lazy as well. it might be a 1w9 thing? </s> elsa from frozen. i promise i'm not trying to be cheesy, but i've really had to learn how to let it go, and her reservedness over all that passion is something i see in myself sometimes. there..."	"14"	"1"	"0"	"0"	"0"	"Sure are you he ' s an <mbti>? doesn ' sound t like one to me thing. the that struck me was him to threatening break up with you at little every thing. for commitment istjs is huge, i and could see never. .. </s> i also seem be to attuned highly to change walked. i into my dorm building after winter break, and i was the first to notice one ' d they installed new light bulbs in the because halls things were. just.. </s> do how you view handle and theory? i have no problem with is theory that well - founded and fairly clear - cut. things like the theory of evolution, music, the theory big, bang. etc are no problem. ... </s> ' here an s <mbti> who loves creative writing! it ' s one of passions my, and i ' been ve writing stories school since middle reading. another is love of mine to. me, reading and (writing especially. .. </s> like you, i ' a m gardener. when i start a novel, i ' ve usually picked two protagonists out their, characteristics and a, setting. it can literally be as crude selfish as eighteen - - year old jane and. .. </s> me, for it to helps become well - versed in art whatever i ' m trying create to. i don ' t mean self reading - or help books trying to exactly follow a step - by - step. procedure one my of favorite creative. .. </s> sorry misquoting for or misunderstanding you, and thanks for clearing of some your points up. of my most response was to this: just that seemed like a generalization at the time, so i. thought.. </s> the majority of favorite my songs are probably from the late 70s mid to. 00s however, love i the oldies (yeah, that 50s and 60s stuff, doo, wop all and ), it but has to nothing do with me thinking. .. </s> i ' m usually punctual, if early not when. i ' m late it, ' s because i know i get away can with it (like with a who professor is chronically late, with an or drop informal ' by when you will ' study. .. </s> can I be pretty lazy well as. might be it a thing 1w9? </s> from elsa frozen. i promise i ' not m trying to be, cheesy but i ' ve really had to learn how to go let it, and reservedness over her that all passion is something i see in myself sometimes. there. .."
"hullo everyone. i have been lurking for months and finally decided to join. 😄'"	"14"	"1"	"0"	"0"	"0"	"Everyone hullo. i have lurking been for and months decided finally join to 😄. '"
"'rant: i'm hating being a night person right now. i've been putting up with people's crap at work for the past month in expectation of the lull after christmas, and now that the initial hell is over,... </s> i may complain, but the truth is that i love it. it's a challenge, but one that i can solve. all i need is the time and patience. </s> perhaps, but my version costs me nothing and gets me up and running quicker since i don't have to wait on anyone else, or on a package to be delivered. </s> rant (heavy tech talk ahead): so, my computer had been acting up for quite some time, and i kept barely managing the issues, but today, i got the bsod twice. i was so pissed. i realized that my c... </s> you know you're a judger when, in typing up your to-do list for the next few days, you start off by typing tasks down as they come to mind, and then you spend time sub-dividing them into category,... </s> i recently moved in with one of my cousins and one of her friends, who, if memory serves me right, is an <mbti>. around 80% of the time, things are good, and all three of us get along, but with my... </s> rave: i get to go back to kearney next weekend for two friends' wedding. (they're marrying each other, not two separate unique weddings.) this means that i'll get a chance to hang out with a lot of... </s> rave: my inbox has 0 messages in it. now all i have to do is go through my individual folders, develop a hierarchy, delete useless emails, and not ever let my inbox get that way again. now excuse... </s> i use gmail, so space isn't a problem, and this has all accumulated from almost 5-6 years. most is archived (in folders) but my inbox is where i left the large bulk that i didn't have folders for,... </s> sorry i haven't been on much. i moved about two hours away from home about three months ago, and i've been trying to use this move as a catalyst to eliminate a lot of clutter from my life. i've been... </s> rave: i found out today that not only is one of my best friends just a cool, fun guy to be around, but apparently he's also my third cousin. we're family! that is awesome!"	"14"	"1"	"0"	"0"	"0"	"': rant i ' m hating being night a right person now. i ' ve putting been with people up ' crap s work at for the past month in expectation of lull the after christmas, and now that the initial hell over is, ... </s> complain I may, but the truth is that i it love. it ' s challenge, a but one can solve that i. all i is need the time and patience. </s> perhaps, but costs my version me nothing and me up gets and running quicker since don i ' t to wait have on else anyone, or a on package be to delivered. </s> rant (heavy talk tech ahead ): so, my computer had been up acting for some time quite, and i kept barely the issues managing, but today, got i the bsod twice. i so was. pissed i realized my that c. .. </s> you know you ' re a judger when, in up typing your to - do list for the next few you days, start off by typing tasks down as they come mind to, then and you spend time sub - dividing category into them, ... </s> i recently moved in with one of my cousins and one of her friends, who, if memory serves me right, is an <mbti>. around 80% of time the, things are, good all and of three us along get, with but my. .. </s> rave: i get go to back to kearney next weekend friends for two ' wedding. (they ' each re marrying other, not two separate weddings unique. this) means that i ' get ll a chance to out hang with a of lot. .. </s> rave: my inbox has 0 messages it. in now i all have to do is go through my, individual folders develop a hierarchy, delete useless emails, and not let ever my inbox get that. way again now excuse. .. </s> i use gmail, so space isn ' a t problem, and this has all accumulated from 5 almost - 6 years most. is archived (folders in) my but inbox where is i left the large that bulk i ' didn t for have folders, ... </s> sorry i haven ' t been on much. i moved about two hours away from home about months three ago, i and ' ve trying to been use this move as a eliminate catalyst to a lot of clutter life from my. ' i ve. been.. </s> : rave i found today out that not only is one of my best friends just cool a, guy fun be to, around apparently he but ' s also third my cousin. we re ' family! that is awesome!"
"i took the test friday and i don't remember all of my scores, but i do remember that overall my brain was described as masculine. however, i did get 10 out of 10 on the eyes portion, of which i was... </s> how do you sleep? i tend to start out on my left side, then i switch to my right after a bit, and eventually back to my left. that's as far as i can remember, anyway. occasionally i sleep on my...'"	"14"	"1"	"0"	"0"	"0"	"i took the test friday i and don t ' remember all of my scores, but i do remember that overall my brain described was as masculine. however, i did 10 get of out 10 the on portion eyes of, i which. was.. </s> how do you? sleep tend i to start out my on left side, then i switch to right my after a bit, and back eventually left to my that. ' s as far as i can, anyway remember. occasionally i sleep on my. .. '"
"'i don't mess with people's minds, but i'm not above playing the odd practical joke, as long as it is harmless and all in fun. and i do the dry humour thing. basically, <mbti> people can be fun!... </s> not dogs, but i am definitely like that with cats, i have two cats. </s> i don't order burgers, but i do sometimes like to make my own from beef mince and various other ingredients. i always eat with a knife and fork unless i'm eating a non knife and fork food such as... </s> you are to us <mbti>'s ! 😉 </s> however, i was marked wrong based on the professor's intuitive ideas about the answer. appealing this exam will make the difference in my grade... any advice would be helpful istjs don't follow... </s> sounds great, i could do with a job as i am unemployed. how do i go about applying for the position of battlestar commander?? what are the terms, conditions and benefits?? company car (or... </s> not autistic, because someone who is autistic cannot learn to overcome their problems. what you are describing sounds very familliar to me as i used to be like that as a young man. however, unlike... </s> sorry, but ugh, i don't like piercings! and i don't see the point in tatoos! just personal preference but i will never get any piercings or tattoos. </s> i have friends to do with various parts of my life. for example, friends from where i used to work. friends to do with my music/ band activities, friends in the classic car club that i'm a member of.... </s> you have to be joking?? or trolling. the problem is you not your <mbti> house mate:- most people are intimidated by me and quickly yield in fear of my dominating tendencies, obsession with... </s> in the early episodes of the original series, spock was most definitely <mbti>, albeit an extreem one! allegedly, later on he became <mbti>, but i have yet to see this and if so, this is a product of... </s> as well as some of the things mentioned above.... boosts to my self esteem come from things i achieve and am successful in -usually through my hard work and determination. one small example, i took..."	"14"	"1"	"0"	"0"	"0"	"' i don ' with t mess people ' s, minds but i m ' not above the playing odd practical joke, long as it as is harmless and all in fun. and i do dry the humour thing. basically, <mbti> people can be fun! ... </s> Dogs not, i but am definitely like that, with i cats have cats two. </s> i don ' t burgers order, but i sometimes do make like to my own from beef mince and other ingredients various. always i eat with a knife and fork i unless ' m eating a knife non and food fork such as. .. </s> are you to <mbti> us ' s 😉! </s> , however i marked was wrong based the on professor ' s ideas intuitive about answer the. appealing exam this will make the difference in my. grade. . any advice be would helpful istjs don ' t follow. .. </s> sounds great, i could do a with job as am i unemployed how. do i go about applying the for position of commander? battlestar? what the are terms, benefits conditions and? ? car company (or. .. </s> not because autistic, someone autistic who is cannot learn to overcome problems their. what you are describing sounds very familliar to me i as used be to like that as a man young. however, unlike. .. </s> sorry, but ugh, i don ' t like piercings! and don i ' see t point in the! tatoos just personal but preference i will never get piercings or any tattoos. </s> i have friends to with do various parts of my life. example for, friends from where used i work to. friends to do with my / music activities band, friends in the classic club car that i ' m a member. of. .. </s> you have to be? joking? or trolling problem. the is not you your <mbti> mate house: - most people intimidated are by me quickly and yield in of fear my dominating, tendencies with obsession. .. </s> in early the of episodes the original series, was spock most definitely <mbti>, an albeit extreem one! allegedly, later he on became <mbti>, i but have yet to see this and if so, this a product is of. .. </s> well as as some the of things above mentioned. .. . boosts to my self come esteem from things i achieve and am successful - in through usually my hard work and determination. one example small, took i. .."
"noy-ee??? my mum does this annoying thing when she speaks to my brother, dad, or all three of us, she always addresses me. so she's sitting across the dinner table from me, and talking to my... </s> two more: actually... i know </s> i don't really care about it, tbh. i would just want to spend time with my so, i don't care how or what we do as long as we are together. my <mbti> friend, i've been moaning about recently, hates... </s> dear <mbti>, i don't mind hugs, i now will receive and give out hugs. i still don't think it is necessary every time you see someone. i do that to hurry someone up; it's always fun but i won't be... </s> takk (icelandic for thanks/thank you) i can't. i need to go home. gah! what are you doing?! edit: in my head - your ignorance annoys me... i actually don't care... move and remove... </s> dear <mbti>, you may think it is fine to be a bit late for lesson, even if you dislike art that much, but still, i think it is necessary to be on time. when i say i want to get a move on/we have x... </s> i get told that a lot, i do a half asked smile. i don't get it./do you know what to do? stop using such big words! i don't understand them! say another word about the time... </s> i think i'm back to my quick witted self. part of a conversation between me and my friend this morning: <mbti> friend: what bus did you get on? me: the 16 silly :p next message sent 0800... </s> gammon steak is nice. </s> rave: got told i'm awesome and that i have a good sense of humour for some one in our group of friends that doesn't speak much compared to some who does a lot of talking. </s> i get told to shut up when i'm complaining. but usually i keep it to myself, unless it drives me up the wall. </s> <url> i'm actually in love with this song right now. </s> mbti enthusiast nearest book; 101 things you need to know ... and some you don't! that's a question. ...insest??? o.o"	"14"	"1"	"0"	"0"	"0"	"noy - ee? ?? my mum annoying does this when thing speaks she to my brother, , dad or three all of us, she always addresses me. she so ' sitting s across the dinner table me from, talking and to my. .. </s> two more actually: .. . i know </s> i don ' t really about care it, tbh. i just want would to spend time with my so, i don ' care t what or how we do long as as we are together. my <mbti>, friend i ' ve been moaning about recently, hates. .. </s> dear <mbti>, i don ' t mind hugs, i now will receive out and give hugs. i still don ' t think it is every necessary you time see someone i. do hurry that to someone up; it ' s always but fun i won ' t be. .. </s> ( takk icelandic thanks for / thank you) i ' can t. i to need go home. gah what! are you? doing! edit: in head my your - ignorance annoys me. .. i actually ' don t care. . move. and remove. .. </s> <mbti> dear, you think may it is fine be to a bit late lesson for, even you if dislike art much that, but still, i think it is necessary to be on time. when i say want i to get move a / on we x have. .. </s> i get that told lot a, i a do asked half. smile don i ' t get it. / do you know what to do? stop using such big! words don i ' understand t them say! another word about the time. .. </s> i think i ' m to back my quick witted part self. a of conversation between me and this my morning friend: <mbti> friend: what you bus did get on? me: the 16 silly: p next sent message 0800. .. </s> gammon steak nice. is </s> rave: got told i ' awesome m and that i have a sense good for of humour some in one our group friends of that doesn ' t speak much compared to who some does a lot talking of. </s> i get shut told to up when i ' m complaining. usually but i keep it to myself unless, drives it me up the wall. </s> < url i> ' actually m in love with this song now right. </s> enthusiast mbti nearest; book 101 things need know you to. .. and some don you ' t! ' that s a question. .. . insest? ?? . o o"
"i get several bs and several as. more bs than as. i really hate school and i've never taken much time to study for tests because i just don't care. the few times that i have studied a lot, i've... </s> for anything extremely unimportant, i can be impulsive. very minor things such as what i'm going to eat. for anything else, i can never proceed without a plan. i find myself getting better at... </s> i like one song by snsd. but mostly, that stuff irritates me and most of the fandom surrounding k-pop revolves around the singers and their performances, and not the actual music. this is a really... </s> money is all i need to be happy. that explains why i'm generally unhappy now. </s> confront them directly. </s> i always procrastinate when i am required to do something i do not want to. when i have no motivation, i have no will to put in the effort. this is why practically all school work i am required to do... </s> i tend to absorb all aspects of the environment surrounding me. as a result, when i'm at school, i tend to pay attention to what other students do and how they interact with each other way too much.... </s> sure, but that doesn't make your situation the common one. the people who enjoy anime, in north america at least, are not many compared to those who don't and it was even stranger for me to see this... </s> odd. usually those who watch anime are in the minority and are persecuted by the majority who consider them losers. very odd. </s> never, but i suppose i'm not old enough to give an appropriate response. </s> i am, referring to the aspects that are usually applied to someone described as a boring person. i don't care. </s> i don't remember. there was a point when i wanted to work in video game press, so that was mine i suppose. </s> yeah, i'm gay. it's not because i'm not a sexually obsessed person like most in the world. the only feasible reason i could never be attracted to a female is because i like men. </s> sorry about that, i guess i just took the opportunity to vent on something regarding this subject. in my case, i don't think there's anything a girl can do to attract me.'"	"14"	"1"	"0"	"0"	"0"	"i get several and bs several as. bs more than. as i hate really and school i ' ve never time taken much to study for tests because i just don ' t care. few the times that i have studied a lot, ' i. ve.. </s> anything for extremely unimportant i can, be. impulsive very minor things such as what m i ' going to eat. anything for, else i can never proceed a without plan. find i myself getting better at. .. </s> i like one by song. snsd but mostly, that irritates stuff me and of most the fandom k surrounding - pop around revolves the and singers performances their, and not the music actual. this is a. really.. </s> money is i all need happy to be that. why explains i ' m unhappy generally now. </s> them confront. directly </s> i always procrastinate when am i required to something do i do not want to. when i no have motivation, i have no will to put in the effort. this is practically why school all work am i required to do. .. </s> Tend I to absorb aspects all the of environment surrounding me. a as result, when i ' m at school, i tend to pay attention what to students other and do how interact they with other each way too. much. .. </s> , but sure that doesn ' make t your situation the common one. the people enjoy who anime, in north america least at, are not many compared who to those ' don t and it was even stranger for me to see this. .. </s> odd usually. those watch who anime are in minority the and persecuted are the by majority who them consider losers. very odd. </s> , never i i but suppose ' not m old enough to an give appropriate response. </s> I am, referring the to aspects that are usually applied someone to described as a boring person. i don t '. care </s> Don I t ' remember. was there point a i when wanted to work in video, game press that so was i mine suppose. </s> yeah, i ' m gay. it s not because ' i ' not m a sexually obsessed person like in most the world. the only reason i feasible could never be to a attracted female is because i men like. </s> About sorry that, guess i just i took the to opportunity vent something on this regarding subject. my in case, i don ' t think there ' s anything girl a can to do me attract. '"
"my husband, whose name is michael, never knew until i told him today what his name means. he had just figured it to be the name of an archangel, and left it at that. i pointed out the meaning to... </s> haha, no. elizabeth says she's definitely no marcia, but tiffany is rather jan-ish. our cindy was named jessica, and died as a baby 21 years ago. :sad: mike only has one son, not three, and... </s> hate. fighting. prejudice. corporate greed. puppet politicians. i'm asking the impossible. </s> big animal lovers in this house. we have three cats who are members of our family, one of our favorite channels to watch on tv is animal planet, and we'd get more animals if we had the income and... </s> is mrs. lowjob's first initial b? i heard of a man who was very uncomfortable with the military policy of using the first initial and the last name on everything. because his name was paul enis. </s> i also knew a kimberly wemberly. and a yvonne van valkenburg. hard to say, that one! and a thomas thomas thomas. yep--first, middle and last name all the same. among the funniest i've ever heard... </s> i just recently saw gordon lightfoot in concert. he is one of my all-time favorites, and i'd been wanting to see him since i was about 9 years old. finally got to. the man is nearing his 71st... </s> hubby says he sucks with words too. and he pretty much does... it's just not a gift of his. maybe there is some other way you can communicate. we met online and started off with e-mail, then... </s> to the outside world, i guess my husband and i look boring. conflict between us is rare, and then usually due to a misunderstanding rather than a personality clash. most of our time together is... </s> well, the i and the j are the same as before, and they've been pretty strong aspects of my personality. the n/s and f/t have been borderline and could go back and forth. i suspect my husband has... </s> we like to sit together and watch grass grow. 👅"	"14"	"1"	"0"	"0"	"0"	"my husband, name whose is michael, never knew i until told him what today means his name. he had figured just it to be name the of an, archangel left and at it that. i pointed out the meaning to. .. </s> haha, no. elizabeth says she ' s definitely marcia no, but tiffany is jan rather - ish our. was cindy named, jessica and died as a 21 baby ago years. : sad: mike has only one, son not three and, ... </s> hate. fighting. prejudice corporate. greed. politicians puppet. i ' m the asking. impossible </s> big animal in lovers this house. have we three cats who members are of family our, one of our favorite channels to watch on is tv animal planet, and we ' get d animals more if we had the and income. .. </s> is mrs lowjob. ' s first initial b? heard i a of man who was uncomfortable very with the military policy of using the first and initial the name last on. everything because name his was paul enis. </s> i also knew a kimberly wemberly. and a yvonne valkenburg van. to hard say, that one! and a thomas thomas thomas. yep - - first, middle last and name the all same. the among funniest i ve ' heard ever. .. </s> i recently just saw gordon lightfoot in concert. he of is one my all - time favorites, and ' i d been wanting to see him since i was about years 9 old finally. got to. is the nearing man 71st his. .. </s> hubby sucks says with words he too. and he pretty much does. .. it ' s just not a gift of his. maybe is there other some way you can communicate. met we online and started off e with - mail, then. .. </s> To outside the world, i guess my and husband i look boring. between conflict is us rare, then and usually a due misunderstanding to rather than a personality clash. most of our time together is. .. </s> well, the i and j the are same the as before, and they ' ve pretty been strong of aspects my personality. the n / s and f / have t been borderline could and go back forth and. i suspect my has husband. .. </s> like we to together sit and grass watch grow 👅."
"nope, never thought that way about women or friendships. in fact, i try to cheer up the people everyone else is ignoring. i feel like the question is basically asking if we look for trophy... </s> being blunt is a good thing. i just wanted to repeat that and send it into the world. :feeling good: </s> measure everything you do and eventually you'll start competing with yourself, which is fun and helps the time to pass. this helps in several areas, but especially with working out. if i can turn... </s> wow. i didn't know the avett brothers had a new one coming out! mumford and sons just had one come out, too. good season for music. :-) </s> laguna i wonder if you're a counselor. if not, you'd make an awesome one, with your ability to encourage and draw more out of a person. here's how the <mbti>-<mbti> dynamic looked, for me at least:... </s> i was the class clown for a time period growing up, especially using sarcasm and condescending humor - usually directed towards the teacher. i could see how that might be an <mbti> thing. edit:... </s> i need a woman who is kind, loving, and patience. and so does every other <mbti>. the last thing we need is a spouse who mirrors back to us our emotional intelligence. #welcome back to kindergarden. </s> hey. i don't have as much time as i would like to reply to this right now, but maybe i will return to it later in the day. i'm a grad student in my last year as well. like you, and probably most... </s> look dude. from what i've read, you have no right to feel so entitled. flirting means nothing. ... if she had a very clear cut conversation with you about wanting to date exclusively, that's... </s> in my experience, women tend to read into things a little too much. i've seen women really hurt my friends by laying claims on them to their friend groups and then my friends are socially boxed in. ... </s> the more responsibility you have, the more motivated you will be. try having a few kids. or hiring a few employees. ... or having kids in order to put them to work. oh, and i watched your... </s> no. your comments were reasoned and helpful. you're right to say that entjs go through periods of silence before taking action sometimes, which might fit gordon. and you're also right that most..."	"2"	"0"	"1"	"0"	"0"	"nope, never way thought that about women or. friendships in fact, i try to the cheer up people everyone is else ignoring. i feel the like question basically is asking we if for look trophy. .. </s> being is blunt good a thing. just i wanted to that and repeat it send the into world. feeling: good: </s> measure everything do you and eventually you ' ll start competing with yourself, which is fun and the time helps to pass. this in helps several areas, but with especially working out. if i can. turn.. </s> wow. i didn ' t know avett brothers the a new had one coming out! mumford sons had and just one come out, . too good season for music. : - ) </s> laguna i if wonder you ' re a counselor. if not, you ' d make awesome one an, with your ability encourage to and draw more out of person a. here ' s how the <mbti> - <mbti> dynamic looked, for at me least: ... </s> i was the clown class for a time period growing, up especially using sarcasm and condescending humor usually directed - towards the teacher i could. see how that might an be <mbti>. thing edit: ... </s> i need woman a who kind is loving, , and patience and. does so every other <mbti>. the last thing need is we spouse who a back mirrors to us our emotional intelligence. # welcome back to kindergarden. </s> hey. i don ' t as have much time would as i like reply to to this right now, but maybe will return i to it later in the day. i m ' student a grad in my last year as. well like you, and probably most. .. </s> look dude. from what i ' read ve, you have no right to so feel entitled. nothing flirting means. .. . if she had a very cut clear conversation with about you to date wanting exclusively that, '. s.. </s> in my women experience, tend to read into a things little much too. i ' ve seen women really hurt by my friends laying claims them on to their groups friend and then my are friends socially in boxed. ... </s> the more responsibility you have the, more motivated you will be. having try a few kids. or a hiring employees few. .. . having or kids in order to put them work to. oh and, i your watched. .. </s> no. your comments were reasoned and helpful. you ' right re say to that entjs through go periods of silence before taking action, sometimes might fit which gordon. you and ' re also right most that. .."
"hm it's interesting, but i sort of have a tendency to do the same. i usually end up establishing a figurehead to become the face of the operations while making all the decisions myself. it's come in... </s> i'm going off the books here, since i don't watch the show. in my opinion: john snow i can see as an <mbti> tywin lannister - i see him as more of an <mbti>. he doesn't really seem to like being around... </s> hmm well it might be a bit callous of me, but i've always identified more with the victors than the victims. even if i'm on the losing side i tend to acknowledge the victor's rights to the spoils. </s> 1. never was much of a fan of tea. i'll drink it when i have to, but water is my beverage of choice. 2. i think about society a lot, although i don't really think it's going downhill. in my opinion... </s> a little of both haha. in my opinion international politics is a zero sum game. if one country is going to benefit it's almost always going to be at the expense of some other country. and as an... </s> and beyond, i imagine </s> but how's the us gonna keep being imperialistic if we don't start another war? though i'll admit that it'll have nothing but bad consequences. </s> i'm wondering what mitt romney's (the current republican party candidate for president of the united states) mbti type would be. according to the picture i see from this washington post article... </s> wow i'm surprised to find a fellow tool fan. it's one of the most underrated bands in my opinion. i'm liking one day as a lion at the moment. <url> failure happens and i'm unable to reach a particular goal i've set for myself i reevaluate my strategy. in general everything i try to do is a means to an end. if i'm trying to accomplish... </s> this is an interesting take on actualization. honestly there are a few attitudes here that i really haven't considered before. in my opinion, however, actualization doesn't really mean developing... </s> over the last few centuries standards of living and quality of life have risen constantly and consistently for just about everyone just about all the time. the richest person today is better off than..."	"2"	"0"	"1"	"0"	"0"	"hm it ' interesting s, but i sort of have a tendency to do the same. i usually end establishing up a figurehead to the become the face of while operations all the making decisions myself. ' it come s in. .. </s> i ' m going off the books here, i since don ' t watch the show. in opinion my: <mbti> snow i see can as <mbti> an tywin lannister - i see him as of more an <mbti>. he doesn ' t seem really like to being. around.. </s> well hmm it might be a bit callous me of but, i ' ve always identified with more the victors than victims the even. if i ' m on the losing side i tend to acknowledge the victor ' rights s to spoils the. </s> . 1 never was of much a fan of tea i. ' ll it drink i when have to, but water is beverage my of choice. 2. i think about society a, lot although i don ' t really think it ' s going downhill. in opinion my. .. </s> a little of both haha. in opinion my international is politics zero a sum. game one country if is going to benefit it ' almost s going always to be at the expense of other some. country and as an. .. </s> and, beyond imagine i </s> but how ' the us s gonna keep being if imperialistic we ' don t another war start? though i ' ll admit it that ll ' have but nothing consequences bad. </s> i ' m wondering what mitt romney ' s (republican the current party candidate for president of the united mbti states) type be would. according to the picture i from see post this washington article. .. </s> wow i ' m to surprised find fellow a fan tool. it ' s of one the most underrated bands in my opinion. i ' m liking one day as a lion at the moment. <url> failure happens and i ' m unable to reach a particular goal i ' set ve for myself i reevaluate my strategy. in general everything i try to do is a means an to. end if i ' m to trying accomplish. .. </s> an this interesting is take on actualization. there honestly are few a here attitudes that i really ' haven considered t before. in my opinion, however actualization, doesn ' t mean really developing. .. </s> the over last few centuries standards of living and of quality life have risen and constantly consistently just for everyone about about just all the time. the richest today person better is off than. .."
"during important moments in my life, poetry comes. i've been this way since i was little. my favorite poems are spring and fall to a young child by gerard manley hopkins, death be not proud...'"	"2"	"0"	"1"	"0"	"0"	"important during moments in my life, poetry. comes i ' ve been way this since i little was my. favorite poems spring are and to fall a young child by gerard hopkins manley, be death not. proud. . '"
"one of the most overrated texts of all time. </s> they don't think it be like it is but it do | know your meme </s> 1. yep. if i recognize what i'm doing, it's judging. perceiving can't be auto-reflective really. 2. nah, this would again be judging. 3. either i have something to chew on, or i get nowhere on a...'"	"2"	"0"	"1"	"0"	"0"	"of one the most overrated texts of. all time </s> don they t ' think it it be like is but it do | know meme your </s> 1. . yep if i recognize i what ' m doing, it ' s judging. perceiving can ' t be - auto really reflective. . nah 2, again this would be judging. 3. either i have something to chew on, i get or nowhere on a. .. '"
"<mbti> with an <mbti> mother here. i think i can keenly relate to the whole supervisor/supervisee thing in more ways than one, haha. growing up, my relationship with my mom has always been... </s> frankly i'm appalled by the misconception that this thread is about grades. it isn't. that was just my personal example which i then transformed to a general principle at the end of the op. all of... </s> a list of all xkcd comics i enjoy cannot really be assembled in a timely manner. but related to the comic the poster above me reminded me of, i would be entirely content with actually living this... </s> socialism. </s> i'd rather not derail another person's thread with my personal musings and blathering, and hence i felt that any negativity which would result from me making this post should deservedly be aimed at... </s> i gained the inspiration for this post from the other thread where a lot of people were bashing a middle schooler for caring about grades. instead of posting it there and inevitably starting a... </s> i live my life by the mantra that i am correct until proven incorrect. dangerous? absolutely. expedient? absolutely. a lot of people will react to you based on your perceived level of correctness... </s> <url> also, invisible children? more like invisible finances. </s> nothing quite like this thread to elicit fondness of heart. it holds a lot of significance to me, for reasons i ought not disclose. ;) nonetheless, the parallels between certain things and his... </s> there is no such thing as dressing too well - however, there is the problem of appearing to think too highly of yourself by dressing well relative to everyone else all the time. the best advice... </s> you're welcome! just... keep it on the dl. ;) i love that that is the reason you follow your feelings, and i think other entjs would agree. it reminds me of a quote i love and live by: it is... </s> create a reserved and quirky (but true) social persona that will get you by when dealing with the concrete, closed-minded sensors of the world - for expediency purposes, of course. not to offend any... </s> thanks for your detailed and insightful replies. i know i've really learned a lot from this thread thus far, and i hope the learning and general good spirit can continue for everyone! i have to..."	"2"	"0"	"1"	"0"	"0"	"<mbti> with an <mbti> here i mother. think can i keenly to relate whole the / supervisor supervisee thing in more ways than one haha, . growing up, relationship with my my mom has always been. .. </s> frankly i ' m appalled by misconception the that this thread grades is about. isn it ' t. was just that my personal example which i then to transformed general a principle at the end of the op. of. all.. </s> a list of all xkcd comics enjoy i cannot really be in assembled timely a manner. but to related the comic the poster me above reminded me of, i would be entirely content with living actually this. .. </s> . socialism </s> ' I d rather not derail person another ' thread s with my personal musings blathering and, and hence i felt that any which negativity result from me would making post this should deservedly be at aimed. .. </s> i gained the inspiration this post for the from other thread where a of lot people bashing were a middle for schooler about caring grades. of posting instead it there and starting inevitably a. .. </s> i my live life by mantra the that i am correct until incorrect proven. dangerous? absolutely. expedient absolutely? . lot a of people react will you based to on your perceived level of correctness. .. </s> < url> children also, invisible? like more invisible finances. </s> Quite nothing like this thread to elicit of fondness heart it holds. lot a significance of to me, for reasons i ought not. disclose;) nonetheless, the parallels things between certain his and. .. </s> no there is thing such as dressing too well - however, is the there problem of to think appearing too highly of yourself by dressing well relative to else everyone all time the. the advice best. .. </s> you ' welcome re! just. .. keep it on the dl. ;) i that love that the reason is follow you feelings your, and i think other entjs would agree. reminds it me of a quote love i live and by: is it. .. </s> create a reserved and quirky (true but) social persona will that you get by when dealing with the concrete, closed sensors - minded of the world - for expediency purposes, of. course to not offend. any.. </s> thanks your for detailed and insightful replies. know i i ve ' really learned a lot from thread thus far this and, i hope the learning and general good can spirit for continue! everyone i have to. .."
