"post"	"labels"	"I"	"N"	"F"	"P"	"post_augmented"
"'*streaks through thread* </s> great minds think alike! </s> i'd also be willing, if needed. </s> ingress on my android. so addicting! </s> playmates. ;) </s> bacon and eggs! mmmmmmmmm </s> weightlifting, basketball, watersports and i've recently gotten into snowboarding. wish i started that a little sooner! </s> <url> don't know if my biggest tendency is even covered above. i tend to go for shock factor. y'know, when people can't believe you just said something so edgy and they're like you're a bastard for... </s> i think of the body that way too, but you gotta take care of it in order to get the most out of it, no? also i gotta stay in shape for work and honestly that's why i started working out in the first... </s> nutrition, health, and lifestyle: issues and insights introduction to guitar exercise physiology: understanding the athlete within i'm into health and fitness and guitar is something i might get... </s> sweet! just signed up for 3 courses. </s> #winning </s> yeah i kinda looked at the categories and that was enough. still cool though. </s> no respect for these men. i wouldn't consider them men at all. reaching a certain age doesn't make you a man or a woman, in my opinion. normally, i'm a pretty easy-going guy, but this is something... </s> <url> you have a lot to say on the topic, but you're posting on your phone and lose interest because it takes too long, so your post ends about here. </s> good points. i find the same to be true with me and my <mbti> partner. </s> i agree entirely. also i'd say that i'm too optimistic for my own good sometimes when getting into new things. </s> toosexyformyshirt </s> i wouldn't say i'm envious of infjs, but there are qualities i admire. my girlfriend is an <mbti> and though communicating takes a lot of work, i find we balance the other out very well. she helps me...'"	"7"	"0"	"0"	"0"	"1"	"' * streaks or thread * </s> two minds think alike! </s> i ' d also be willing, if so. </s> ingress is my android. so addicting! </s> viz. ; ) </s> bacon fried eggs! mmmmmmmmm </s> weightlifting, basketball, watersports and i ' ve recently ventured into snowboarding. wish you started that so little sooner! </s> < url > don ' t know if my biggest tendency is even covered above. i tend to go for shock factor. y ' know, but you couldn ' t believe we just said something so edgy and they ' ll like you ' re a bastard or... </s> i think in the body that way too, but you gotta take stock of that in order to get the most out in it, no? also i gotta stay in shape for work and honestly that ' s why i was working out in the first... </s> life, health, and sport : issues and insights introduction to guitar exercise physiology : understanding the athlete within i ' m into health and fitness and guitar is everything i might get... </s> sweet! just signed up for my courses. </s> # [UNK] </s> yeah i kinda stared at the categories and one was enough. still cool though. </s> no respect for these men. i wouldn ' t call them men at all. reaching that certain age shouldn ' t make you a man or a woman, in my opinion. normally, i ' m a pretty easy - going girl, but this is something... </s> < url > you got a lot to say on the topic, but you ' re stuck on your phone and lose time because it takes too long, so your post ends right here. </s> good points. i find the same to be expected with me and my [UNK] partner. </s> we agree entirely. also you ' d confess that i ' m too optimistic for my own good sometimes when getting into new things. </s> ॥ </s> i wouldn ' t say i ' m afraid of infjs, but there are qualities i admire. my girlfriend is an [UNK] and though communicating takes a lot of work, i find we balance the other two very well. i loved you... '"
"i'm thinking about kinda only listening to rebelution for a while... but maybe that will make me kinda gay? ugh i dislike like 60% of the music on my playlist now :s maybe just a bad day.. so i... </s> please pa, not this again. :( it's disturbing enough as it is </s> <url> fap fap fap checkmate sociual justice warriors </s> well i guess i for one could accept some moderate attractiveness, if she's reeeally stupid. but i will never stand for clever! (pun very much intended) </s> *thank* a tv-show imo </s> <url> yes, this is a true incarnation of god </s> it's not even close to how gozar sounds xd </s> that's pretty cool except the thing had a derp voice </s> nevah!!1 </s> huhh? </s> thats like your opinion :@ *cri* inthefridge should come back :(((((((((( </s> they are very often very sincere which i like extremly much. and depending on the manifestation of their ni web, we can go along quite well! atleast they are fun to be around for a while/long time. i... </s> the world is heading somewhere. :o or maybe i'll move somewhere with just a few, easy cleaned, streets. heh or uh.. a lot of rain..whatever makes the metafor work with just making me sound a... </s> <url> some day a real rain will come and wash the scum of the streets </s> woho i'm a winner.. weiner </s> feels like the truck driver could have turned away more :s probably drunk? cheesus </s> yes it should, then i could dismiss that aswell to inflate my sense of superiority even more welcome :) </s> yes.. they must be handy.. ehehe </s> do you get hungry when you don't eat for a couple of days? </s> man would i love to freestyle stuff on a violin gotto learn how to play it's pretty easy, right? right?? </s> that means you have common sense :) you don't value mental masturbation over actuality. meibi u aint got no type ? meibi bad biches is.. lol cba.. (i'd say <mbti> if you really want one, but mbti... </s> and also <url> how's that for a spelling ?! (great song :$ ) </s> pick it up! i dare you! :crazy: </s> dinner's ready!! hey they messed with my caps"	"7"	"0"	"0"	"0"	"1"	"i ' ve thinking about kinda only listening to rebelution for a while... but maybe that will make us kinda gay? so i have like 60 % of the music of my playlist now : s not just a bad day.. so i... </s> please pa, not this time. : ( it ' s disturbing enough as it is </s> < url > fap the fap is sociual justice warriors </s> well i guess i think one could use some moderate attractiveness, if she ' s reeeally attractive. but i will never stand for clever! ( pun very much intended ) </s> * thank * god tv - show imo </s> < url > indeed, this is his true incarnation of god </s> it ' s not even close to how gozar became xd </s> that ' s just cool except the thing had the derp voice </s> nevah!! ॥ </s> thumbs? </s> thats like your opinion : @ * cri * users should fill in : ( ( ( ( ( ( ( ( ( ( </s> they are quite often very sincere which i like extremly much. and depending on the people in their ni web, we can go along quite well! but they are fun to be around for a while / long time. and... </s> the train is heading somewhere. : o or maybe i ' ve move somewhere with me a few, easy cleaned, streets. heh... uh.. a lot of rain.. whatever makes you metafor work with just making me sound a... </s> < url > some day a real rain will begin that wash the scum of the streets </s> and i ' m a winner.. wei </s> feels like the truck driver could have driven away more : is probably drunk? cheesus </s> yes he should, then i could dismiss that aswell to inflate my sense of superiority far more easily : ) </s> yes.. that must be handy.. eh </s> would you get hungry if you don ' t eat for a couple of days? </s> man would i go to freestyle stuff on a violin gotto learn how to... it ' s pretty good, right? right?? </s> this means you have common sense : ) you don ' t value mental masturbation over it. are u you got no type? meibi u i is.. lol cba.. ( i ' d say [UNK] if you really want one, but mbti... </s> and also < url > how ' s room for your spelling?! ( ending song : $ ) </s> give it up! i dare you! : prologue : </s> dinner ' s ready!! and they messed with my caps"
"i started smoking two hours before newyears, and quit at 12am(: other than that, just eat healthier, workout more. same goal every year. </s> *gets popcorn and eats it* </s> i find entjs scary intense. i don't like being around a lot of them because the intensity of how they say things. they get under my skin for some reason. </s> okay seriously we aren't your friend, you know your friend better than any of us do. why? because she was your friend a couple of months ago right? so mope around, think of what she'd probably react... </s> yeah i am often called mean too. one of my friends said that if she didn't know me, she'd probably think i am the most insensitive bitch ever. >.< idk what the common <mbti> friend is, i have a lot of... </s> <mbti> who not, who cares! just try!!! </s> just do it and see what happens. what can you loose? a friendship you already don't have right now? my friend did the whole, im gonna write you off over txt, when we've been friends for 12 years. i... </s> well a friend and i were talking about this. and he thinks its because my mom was schizophrenic, so i had learn to adapt very quickly to whatever mood she was in. and in that i have learned to be... </s> well thats cool, never met a <mbti> who was into the health field. but ya know, do what ya want :p </s> an <mbti> nurse?! no wayyyyy! welcome :proud: </s> this subject came to me because when i was taking the enneagram test (the one from the ennagream institute website that cost $10) , and one of my good friends called while i was taking it. i went... </s> i think the only other <mbti> i met was my old boss, he was really cool. we got along pretty well. he cracked me up, whenever he had a one night stand, everybody knew. come on! hurry up guys, i need... </s> i always make the move, except with the <mbti> i am with now. and let me tell you, i have only been turned down once by a guy. and it was because he lied about being single, and was really engaged to a... </s> my boyfriend is a <mbti>, and he wont have sex until hes married..."	"7"	"0"	"0"	"0"	"1"	"he started smoking two hours before dinner, and quit at 12am ( : other than that, just eat something, workout more. same goal every year. </s> * gets sick and eats it * </s> i find entjs scary intense. i don ' s like being around a lot other women because the intensity of how they say things. they get under my radar for some reason. </s> so seriously we aren ' t your friend, you know your girlfriend better than all of us do. why? because she was your friend a number of months ago right? so mope over, think of what she ' d probably react... </s> [UNK] i am often called mean woman. one of my friends said that if she didn ' t know me, she ' d probably think i was the most insensitive bitch ever. >. < idk what the other [UNK] friend thinks, i have a lot of... </s> [UNK] if not, who cares! [UNK] try!!! </s> so do it and see what happens. how can you want? a friendship you already don ' t have for now? my friend did the whole, im gonna write you off over txt, when we ' ve be friends for 12 years. i... </s> well a guy and i are talking about this. and he thinks this because my mom was schizophrenic, so i had learn to adapt very quickly to whatever mood she was with. and after that i have learned to be... </s> well thats cool, never met a [UNK] who was into the health field. but ya know, do what they do : p </s> [UNK] [UNK] nurse?! no wayyyyy! welcome : welcome : </s> this subject came to me because when i was taking the enneagram test ( this one from the ennagream institute... that cost $ 10 ), and one of my good friends called while i was taking it. i think... </s> i think the only other [UNK] i met was my old boss, he was really cool. we got along pretty well. he set me up, whenever he had a two night stand, everybody knew. come on! hurry off guys, you need... </s> i did make the move, except with the [UNK] i am with a. and let my tell you, i have only been turned down once by a guy. and it was because he lied about being single, and not really engaged to a... </s> my father is a [UNK], and he wont have sex until they married..."
"i am having feelings... time to stomp them back into hole they came from and i need a cigarette'"	"7"	"0"	"0"	"0"	"1"	"i am having feelings... time to stomp them into the hole they came from and they need a cigarette '"
"for @nighti : ok you got me : flatery always works :)):)) well there are a lot of subtle details, but the thing that convinced me was this: i'm not sure. i'm having a hard time wrapping my brain... </s> hahaha i am still pretty sure about <mbti>. i could go into a long argument about why he is fe inferior and not ne inferior, but the truth is that it does not matter. our sole purpose is to provide a... </s> well i have writen a very long post to support <mbti> but it got deleted. so here is the short version: you are very analytical in anything you do ( even describing pictures) , you seem to have... </s> not really. actually fe is all about sharing. as for your perception function, could you describe the way you take in information in real life? do you think details are important? do you try to be... </s> yeah i stick with <mbti> :) </s> no ma friend i am not playing puzzles. i am just saying that she is extraverted (because she is completely focused on the outside world). also she feels good when others feel good, and that is fe.... </s> for raichu every1 doubts their type on some level, usually because the descriptions are kinda inaccurate and they tend to put too much trust in them. people are complicated, actually i feel it's... </s> i would actually say you are a ti dom. you really don't seem ni dom to me. probably <mbti> because you a certain afinitty to adventure and seem very interested in just having fun and not caring. but... </s> ne doms and se doms typically display this trait. </s> mhhhhhhhhh...... some kind of <mbti> or <mbti>. hard to decide. you seem extraverted and also seem to have fi secondary. that means ne dom or se dom. it is quite easy to confuse between the two of them,... </s> ok so i see a lot of fe all over your post, and at first you seemed introverted, but on a second thought you seem totally focused on the outside world ( how others feel, what others have to say,... </s> sorry, can you rephrase that? </s> yeah pretty much any sensoric part of a conflict. se inferiors are usually disturbed even by a harsh tones (they think you scream at them - saw this a few times; recently , i was kinda fustrated with..."	"7"	"0"	"0"	"0"	"1"	"for @ nighti : ok you see me : flatery always works : ) ) : ) ) well there are a lot and subtle details, but the thing that convinced me was this : i ' m not sure. i ' m having a hard week wrapping my brain... </s> hahaha i am still very confused about [UNK]. i could go into a long argument about why he is fe inferior and i ne inferior, but the truth is that it does not matter. our sole purpose is to provide a... </s> well i have writen a very long post in support [UNK] but it got deleted. now here is the short version : people are very analytical and anything you do ( even describing pictures ), you seem to have... </s> not really. la fe is all about sharing. as for your perception process, could it describe the way you take in information in real life? do you think details are important? do you try and be... </s> so i stick with [UNK] : ) </s> no ma friend i am not playing puzzles. i am simply saying that she is extraverted ( because she is completely focused on the outside world ). also she acts good when things feel good, and that is fe.... </s> for raichu every1 doubts their type on some level, usually because their descriptions are kinda inaccurate and they tend to put too big faith in them. people are complicated, actually i feel it ' ll... </s> he would actually say you are a ti dom. you really don ' t seem ni dom to me. probably [UNK] because you a certain afinitty for adventure and seem very content in just having fun and not caring. but... </s> ne dom and se doms typically lack this trait. </s> mhhhhhhhhh...... some kind of [UNK] or [UNK]. hard feelings decide. you seem extraverted and also seem i have fi secondary. that is a dom or se dom. it is quite easy you confuse between the two of them,... </s> ok so i see a lot of expressions all over your faces, and at first you seem introverted, but on the second thought you seem totally focused on the outside world ( how others feel, what others have to say,... </s> so, can you rephrase that? </s> yeah pretty much any sensoric part of a conflict. but inferiors are usually disturbed even by a harsh tones ( they made you laugh at them - saw this a few days ; recently, i was kinda fustrated and..."
"lol same situation happened with me. dropping friends out of my life is easy as snapping my fingers, which is what i did. but when i do drop friends, there's a good reason to it. and i'll most likely... </s> ahaha i see. not surprised because i'm a bit desensitized but your lifestyle did spark my curiosity. a little bit too dark and eerie for me though. but hey, whatever floats your boat! get it? because... </s> so the room with hanging limbs and a chained up corpse that's rotting away counts as decoration? </s> you have got to be fucking with me. wtf happened up there with all those pictures?? </s> yup, i'll only help a select few of really close friends if they really needed it. the rest of my friends, not worth it. and yeah, i talk big so it makes me look better in social situations. most of... </s> really? that's weird because i rarely get to experience hate from people. usually i get along with everyone and we all have fun. the only haters i've ever come across are people who are condescending... </s> dude you don't even know. this house would be the ultimate house where you can do anything! giant pool that can shoot out waves, a room filled with trampolines, rocks on the wall so i can rock climb,... </s> league of legends because all my friends play it. actually got pretty high ranking in that game and played alongside pro-gamers but after a while it gets boring. rather be outside doing stuff instead...'"	"7"	"0"	"0"	"0"	"1"	"that same situation happened with me. dropping friends off of my life is easy as snapping my fingers, as is what i did. but when you do drop friends, there ' s another good reason to it. and i ' ll most likely... </s> ahaha i see. not surprised because i ' m a bit confused but your lifestyle did spark my curiosity. its little bit too dark and eerie for me though. but hey, whatever about your ship! get it? because... </s> so the room with hanging limbs and a screwed up face that ' s rotting away counts as decoration? </s> you ve got to be kidding with me. wtf happened up there with all those pictures?? </s> yup, we ' ll just help a very few with really close friends if they really needed it. the rest of my friends, not worth it. and yeah, i talk big so it makes me look better for social situations. most of... </s> really? that ' s weird because i rarely get to experience hate from people. usually we get along with everyone and we all have fun. the only haters i ' ve ever come across are people who are condescending... </s> and you won ' t even know. this house would be the perfect house where you can do anything! giant pool that can blow out waves, a room filled with sand, rocks on the wall so i can rock climb,... </s> league and legends because all my friends played it. actually got pretty high score in that game and played alongside pro - gamers but after a while it got better. rather be outside doing stuff instead... '"
"<mbti> for sure. it's the only time you'll see me constantly giving hugs to people. i become really touchy-feely. i'm already loud sober, and that amplifies when i'm wasted. i'm much more talkative... </s> i'm a liberal <mbti>. abortion: i'm pro choice. a woman has a right to her own body and what she chooses to do with it. no old white man in congress should be able to interfere with that. health... </s> i already asked this a few weeks ago in the <mbti> forum, but i'd figure i'll ask it here as well especially since there's been some development. an <mbti> has expressed interest in me and since then... </s> whatever she is, she seems pretty dopey. </s> kind of annoying and a little too idealistic for my taste. </s> 1) what is your type? <mbti> 2) what was your result? <mbti> although judging was only preferable by 1%. i usually get along with entjs and i admire their ambition and willingness to take charge... </s> got <mbti>. i put sex for multiple boxes, which i then said was outer, feeling, concrete, and changing each time. 209690 pfft. </s> overrated: inxjs. </s> <mbti>: you are always awesome, except when you're the inconsiderate asshole in the relationship. that's supposed to be my role, we can't both be that. still though, it's always an adventure hanging... </s> it's definitely possible to have an x in place of a couple letters. maybe not all four, it's hard to be that even. won't outright say its impossible though; there are 7 billion people on earth, a few... </s> 1) what is your mbti type? <mbti> 2) what is your gender? i'm a lady. 3) what type(s) do you admire/respect the most? (why?) hmm, probably any nt types for their intelligence and wit. 4)... </s> they're certainly not very common. i was friends with one at one point, they're interesting people. would love to date one to see how it'd work out. </s> i had a fling with an <mbti> over the summer and he was so difficult to work with. we're still sort of seeing each other but he can be a dick sometimes without realizing it. he's also incredibly vague..."	"7"	"0"	"0"	"0"	"1"	"[UNK] for sure. it ' s the only time you ' ll see me constantly giving hugs to people. i become really touchy - feely. i ' ve already loud again, and that amplifies all we ' ve wasted. my ' m much more talkative... </s> i ' m a liberal [UNK]. president : i ' m your choice. a woman has a connection to her own body and what she chooses to do without it. any old age man in congress should be able to interfere with that. health... </s> i already asked this a few weeks ago in the [UNK] forum, but i ' d figure i ' ll find it here as well especially since there ' ll been some discussion. an [UNK] has expressed it in me and since then... </s> whatever she is, she seems pretty nice. </s> kind of annoying and the touch too idealistic for my taste. </s> 1 ) who is your type? [UNK] 2 ) what was your result? [UNK] although judging it only preferable by 1 %. i usually get along with entjs and i admire their ambition and courage to give charge... </s> got [UNK]. i put sex for multiple people, which i then discovered was outer, feeling, concrete, and changing each time. 209690 rv. </s> overrated : pts. </s> [UNK] : friends are always awesome, except when you ' re the inconsiderate asshole in the class. it ' s supposed to be my role, we can ' t both be that. still though, it ' s always an empty hanging... </s> it ' s even possible i have an x in place of a couple letters. maybe not all time, it ' s hard to be that easy. won ' t outright say its impossible though ; there are 7 trillion people on earth, very few... </s> 1 ) what is an mbti type? [UNK] 2 ) what is your gender? i ' m no lady. 3 ) what type ( s ) do i admire / respect the most? ( why? ) hmm, probably any three types for their intelligence and wit. 3 )... </s> they ' re certainly not very common. i was friends with her at one point, you ' re interesting people. a love you date one to see how it ' d work out. </s> he had a fling with an [UNK] over the summer and he was so difficult to work on. we ' re still sort of seeing each next but he can turn a dick sometimes without realizing it. he ' s also incredibly vague..."
"'my boyfriend is a <mbti> and he wont hug anyone except me, unless someone is dying.. and when he leaves for bootcamp. </s> no they should imagine their 90 year old gma having sex! haha... i know men are physical creatures, and its in their genetic code to size women up. but there is a difference between looking, and... </s> i know sex is important to me, and we've talked about it quite a bit. he is very open minded, he only has two soap boxes, no sex before marriage. and men divorcing their wives makes him really... </s> the one who i thought was a <mbti> who was a marine and stole panties?! oh god no! not him!!! lol! no this guy is different, and i guess we've been dating since nov 12th, but officially dec 23rd.... </s> well... i could, yes. he can't. he has a really restrictive moral code called no sex before marriage. and i don't mind having a stable sex life, or living on base. in fact i have always wanted to... </s> the title of this thread sounds like some weird sexual encounter. </s> i travel for fun... and want to take aviation classes or go to cosmetology school. </s> yeah, but whenever i am with someone in a relationship, i get approached more often. so me wearing a ring will probably only make it worse now that i think about it. oh well, i guess we all want what... </s> yeah, wouldn't it be nice? hopefully when i get married it wont be so bad... </s> hey, hey! hold it up... not all estps are that way :) my boyfriend and i looked at engagement rings yesterday, we're getting married in august of this year. when he first brought it up it freaked... </s> intjs are quite funny, i like dexter morgan </s> a lot of times i lose interest in arguments. </s> i value: a thinker! i love people who aren't effected by what everyone says, or thinks about em. i like people who can just be themselves, and not give a fuck. i really like sensual people!... </s> emotions? what emotions?! i'm just playing, well sort of. i suffer from ptsd, so i rarely feel too much. and when i am having a really shitty night, i usually remember my traumatic experiences,..."	"7"	"0"	"0"	"0"	"1"	"' my boyfriend is a [UNK] and he wont hug anyone except me, unless someone are dying.. and when we left for bootcamp. </s> no guy can imagine their 90 year old gma having sex! haha... i know men are physical animals, and its in their genetic code to size us up. but there is a difference between looking, looking... </s> i know sex is important towards me, and we ' ve spoken about it quite a bit. he is very open minded, he only has two soap boxes, and sex before marriage. and sometimes divorcing their wives makes you really... </s> the one who i thought was a [UNK] who is a prostitute and stole panties?! oh god no! not him!!! lol! no this guy is different, and that mean we ' ve been dating since nov 12th, but not dec 23rd.... </s> well... i guess, yes. he wouldn ' t. everyone has a really restrictive moral code called no sex except marriage. and i don ' t enjoy having a stable sex life, or living on base. in fact i have always wanted to... </s> the end of this thread sounds like some weird sexual nightmare. </s> you travel for school... and want to take aviation classes to go to cosmetology school. </s> yeah, but whenever i am with people in a relationship, i am approached more often. so even wearing a ring will probably only make it worse now that i think about them. oh well, i guess we all understand what... </s> yeah, wouldn ' b it be nice? hopefully when i get married that wont be really bad... </s> hey, hey! hold it up... not all weddings are the way : ) the boyfriend and i looked at engagement rings yesterday, we ' d getting married in march of this year. when i first brought it up it freaked... </s> intjs... quite funny, i like dexter morgan </s> a lot of times i lose interest in them. </s> i value : a thinker! i love people who aren ' t effected by something everyone says, and thinks about em. i like people who can just be themselves, and not give a fuck. and really like all people!... </s> emotions? what emotions?! i ' am just playing, well sort of. i suffer from ptsd, so i rarely cry too much. and when i am having a really shitty night, i usually remember the previous experiences,..."
"it bums me out a little (of course), but i bounce back in a heartbeat. no lasting effect </s> for me, it's both. i'm intimidated *because* i respect them, and i get a little insecure because i feel like they're better than me. but maybe i have the wrong definition of intimidating. i'm not... </s> a little...my best friend thought i was an <mbti> before i told her my type, and i'm perfectly capable of having an intellectual conversation with someone. it's just not something i enjoy doing for... </s> sure. i'd have to learn first, but i could do it. </s> i'm just gonna leave this adorable comic here. </s> why does it matter if there are any hard feelings? it doesn't sound like he's a very close friend, or that you'd be losing anything special. </s> all of these lol. the middle one is weirdly specific, but like, it makes perfect sense to me because i know exactly what you're talking about. i was feeling really down one day and the only... </s> i got <mbti> back when i was 11. took it again a couple years ago as a shy teenager and got <mbti>, realized semi recently that i have more se than ti and more fe than ni, so <mbti> now. </s> dude, you're completely misunderstanding me. i don't do that. like, i literally started off by saying how much i like making others feel good. that's not gonna happen if i'm rude or mean to them,... </s> <mbti>. for opposites, it's weird how well we get along. my other close friends are <mbti>, <mbti>, <mbti>, and <mbti>. </s> i said pretending. it's mostly in my humor. so no, i don't mean being rude, pissing people off, or picking on them. </s> partially, yeah. i feel so great about myself when i make other people happy. like, i may amuse myself by pretending to be a heartless bitch, but deep down it's awesome to know people like me... </s> if the <mbti> is actually an asshole, then no it's not your fault. but generally, estps are pretty charming and care about the impression they make on others (even if they like to pretend they don't)...."	"7"	"0"	"0"	"0"	"1"	"this bums me out a little ( of itself ), but i bounce back in another heartbeat. no lasting effect </s> for me, the ' isn both. i ' m intimidated * because * i like them, and i felt a little insecure because i feel confident they ' re better than me. but maybe i have the wrong definition of intimidating. i ' m not... </s> a little... my best friend thought i was only [UNK] when i told her my type, and still ' m perfectly capable for having an intellectual conversation with them. it ' s just not something i enjoy doing for... </s> no. i ' d have to learn soon, but i could do it. </s> i ' m just to leave this one comic here. </s> why does it matter if there are any hard feelings? it doesn ' t sound because he ' s a very close friend, or that you ' d like losing anything special. </s> one of these lol. the middle one is weirdly specific, but like, it makes perfect use to me because i know exactly what you ' re talking about. i was feeling really happy one day and the end... </s> i got [UNK] back before i was twelve. took him again a couple years back as a shy teenager and got [UNK], realized semi recently that i was more se than ti and more fe than ni, so [UNK] now. </s> dude, you ' re completely misunderstanding me. people don ' t do that. like, we just go off by saying how much i like making others feel good. that ' s not gonna happen if i ' am rude or mean to them,... </s> [UNK]. for opposites, it ' s important how well we get along. my other close friends include [UNK], [UNK], [UNK], and [UNK]. </s> i like that. it ' s mostly in my humor. so no, i don ' t mean playing rude, pissing people off, or picking on them. </s> and, yeah. i feel so great about myself when i make other people happy. like, i may fool myself by pretending to be that heartless bitch, but deep down it ' s awesome to know people love me... </s> if the [UNK] is actually an asshole, then no it ' s not his boyfriend. but generally, estps are pretty sensitive and care about the impression they make on others ( even if they like to pretend and don ' t )...."
"my sales manager is an <mbti> 7w8. he's 9ot those intense eyeballs. </s> split. now, before you jump in to watch it i've been a hu9e fan of m.night.shyamalan for years, watched his popular movies, and fuck me... i've never felt anythin9 like i felt after watchin9... </s> 8w7 are tou9h and hi9h intensity. so are 7w8. i don't see why it wouldn't work but one would have to compose to the other, and vice versa. if it's always one in the relationship doin9 the composin9 i... </s> show us your dick... :unsure: </s> with <mbti> kind of but more fe with no problem. <mbti> no. they're so different. the ne is obvious and reckless in communication. </s> hmm... tou9h. </s> <url> <url> built up over a couple of weeks. </s> yeah people can buy feeder fish, which are your avera9e comet 9oldfish. i can't put them in with mine though because mine have poor vision and swim slow. </s> yeah, don't shit where you eat. </s> horses are nice. </s> a spoon. </s> certain fish also shouldn't be put in the same tank because they have different temperaments. </s> my newest fish is sick. i've sectioned the two others off from the sick one and treatin9 the water with medicine. this has happened to me before. the pet shop sold my first fish with a parasite,... </s> yep. you're communication style i interpret as <mbti>. </s> no, they should be kept in prison away from society. </s> i only take control of the intense ones. others are sex, and short 3 second scenes from work where after having i wake up and believe i did what i dreamt. then others are what seem like the... </s> one rin9, to rule them all... 🆒 </s> lookin9 at my fish. they're extra weird today. i'm 9oin to 9o out for a coffee and ponder life and myself. </s> 😆:happy: </s> what if... i am 9od..? 😆 sounds as bad as a messenger. </s> <url> :smile-new: <url> to hear that, and i have no motive here. like, i don't want anythin9. </s> the conversation ended about a year a9o, but thanks. </s> nope, my keyboards fucked.'"	"7"	"0"	"0"	"0"	"1"	"my sales manager is currently [UNK] 7w8. he ' d 9ot those intense eyeballs. </s> split. now, before you jump in to get it i ' ve been a hu9e fan of m. night. shyamalan for weeks, watched his popular films, and fuck me... i ' ve never done anythin9 like i had after watchin9... </s> 8w7 are tou9h and hi9h intensity. so are 7w8. i don ' t see why it doesn ' t work but one can have to compose to one other, and then versa. if there ' s always one for the relationship doin9 the composin9 i... </s> show us the dick... : unsure : </s> with [UNK] kind of but more so with no problem. [UNK] no. they ' re so close. the ne is aggressive and reckless in communication. </s> [UNK]... tou9h. </s> < url > < url > built on over a couple of weeks. </s> yeah people can buy feeder fish, which are your avera9e comet 9oldfish. i can ' t put this in with mine though because mine have the vision to go slow. </s> so, don ' t shit where you eat. </s> people are nice. </s> a lot. </s> certain fish also shouldn ' t be put in a same tank as they have different temperaments. </s> my favorite fish is sick. i ' ve sectioned the two others off from the sick one and treatin9 the other with medicine. this has been to me before. the pet that sold my first brush with a parasite,... </s> yep. you ' re in style i interpret with [UNK]. </s> no, they should be trapped in hiding away from society. </s> i only take control of the intense ones. others are sex, and short 3 second scenes only work where after having i wake up and thinking i did what i dreamt. then others are what feel like the... </s> one night, to kill them all... [UNK] </s> looking at my fish. they ' re extra busy today. i ' m 9oin to 9o out for a coffee and to you and myself. </s> [UNK] : ᴬ : </s> what if... i am 9od..? [UNK] sounds as bad as a word. </s> < voice > : smile - new : < url > to hear them, but i have no motive here. like, they don ' t want anythin9. </s> the conversation began in a year a9o, but thanks. </s> nope, my keyboards too. '"
"yeah same here </s> yeah...... well i don't hate esfjs at all, but truth is i kinda try to avoid them. what i don't like about them? -bad taste in music; if a song is on the radio then is very good; to bad most of... </s> i think i got your answer. if i have been near someone when they needed me, and then when i am down and weak and all seems to fall apart and they are still near me, then i see that as loyalty and i...'"	"7"	"0"	"0"	"0"	"1"	"that same here </s> yeah...... maybe i don ' t enjoy those at all, but fact is i kinda try to avoid them. what i don ' t like about them? - bad taste in music ; if a song is on my radio then is very good ; to bad most of... </s> i think i got your answer. since i have been near someone when they needed to, and also when i am down and weak and all seems to fall apart and they are still near me, then i know that as you and i... '"
"well sounds like you've made good observations and i commend you on that. generally i love <mbti>'s, but they can be so destructive in relationships with us <mbti>'s especially. i think people forget... </s> if so, it's on a sub-concious level without real intent that is properly malicious, if you're to be trusted anyway. if we don;t like you, sure then things have meaning. but i guess what i meant was,... </s> omg i am having a lot of fun reading these!!! who knew how entertaining this would be. i find it fascinating watching types interact. okay my turn. i am an <mbti> and my man-friend is <mbti>. ... </s> 10/10 would bang. </s> don't believe everything you watch on tv! edit: sorry for double posting, i keep doing this and i know it's spam. will remember better next time. </s> i question this. have you considered that you might be an <mbti>? </s> how odd, my <mbti> man-friend is possibly the biggest furball of caring i have ever interacted with. i quite often call him pussy whipped to get him to man up again now and then (there's only so much... </s> consider an <mbti> ;) </s> agree with this on the whole. leadership sounds like something desirable then i remember how stressed it would make me because i'd be so determined to do the right and best thing for everyone and it...'"	"7"	"0"	"0"	"0"	"1"	"well not like you ' ve made good time but i commend you on that. generally i hate [UNK] ' s, but they can be so destructive in relationships with us [UNK] ' s especially. i think people forget... </s> maybe not, it ' s on a sub - concious level without real intent that is properly known, if you ' re to be trusted anyway. if we shouldn ; t like you, sure then things get meaning. but i guess what i meant was,... </s> omg i like having the lot of fun reading these!!! who knew how entertaining this would be. i find it fascinating watching types interact. okay my turn. i am an [UNK] and my girl - friend is [UNK].... </s> 10 / 10 would be. </s> don ' t believe everything you watch on youtube! edit : sorry for double posting, i keep doing this and only know it ' s spam. will feel better next time. </s> i question this. have you realized that you might be an [UNK]? </s> how odd, my [UNK] best - friend is possibly the biggest furball in caring i have ever interacted with. i quite often call him pussy whipped to get him to man up the now and then ( there ' m only so much... </s> consider yourself [UNK] ; ) </s> agree on them on the whole. leadership sounds like something desirable then i remember how stressed it would make me because i ' d be absolutely determined to do the right and best thing for everyone and myself... '"
