"label"	"post"	"post_augmented"
"ISTJ"	"i'm the sort of person who finds it unnecessary to clap after every performance. i think it devalues the whole concept of complimenting if i do that and i, personally, am not impressed. i think to..."	"i ' m the sort of person who it unnecessary to clap every. i the whole of complimenting if i do that and, personally, not impressed. think to. .."
"ISTJ"	"again thank you everyone for all of your advice. i texted her in the late morning. just to say that i'd be more than happy to keep her company when she walks through our city talking to potential..."	"again you everyone for all of advice. i texted her in the morning. just to say that i ' d be more happy her company she city talking to potential. .."
"ISTJ"	"did i ever feel more mature as child compared to my peers? no. i felt more knowledgeable and more intelligent in the sense of why can't you answer this simple question? 'halite' is the term used for..."	"did more as child to my? no. i felt more knowledgeable more intelligent in the sense of why can ' you answer this simple question? ' halite ' the term for. .."
"ISTJ"	"inforjoking here a website that describe <mbti> very well and i agree with it. <mbti> personality (ax80x9cthe logisticianax80x9d) | 16personalities"	"inforjoking that describe <mbti> well and i agree with. <mbti> personality () | 16personalities"
"ISTJ"	"my ideals tend towards the liberal end of the spectrum, but my methods tend towards the conservative end (and by conservative, i mean original flavour conservative before the term got hijacked by..."	"ideals tend towards end of the spectrum, but my methods tend towards the conservative (and by, mean conservative before the got hijacked by. .."
"ISTJ"	"to answer my own question: yes, the wife and i walked out on the movie the firm (starring tom cruse) in 1993 because of the constant use of the f word in the first fifteen minutes. since that..."	"to answer my own question: yes, the wife i walked out on the the firm (starring tom cruse) in 1993 because the use in first fifteen minutes. since. .."
"ISTJ"	"there is a nice article here that describes the effect the inferior function has on a person. much of what you posted is alluded to in the section on how inferior si manifests in <mbti>'s and <mbti>'s. ..."	"there is nice article here that effect the inferior has on a person. of what you alluded to in the section inferior si manifests in <mbti> ' s <mbti> ' s. ..."
"ISTJ"	"heh, it's funny...when i first started learning about mbti, i was torn between <mbti> and <mbti>. i have entertained the idea of being a shy extravert, but i have eventually rejected it. i hate the..."	", it ' s funny. .. when i started learning mbti, i torn between <mbti> and <mbti>. i have entertained of shy extravert, but i have eventually it. i the. .."
"ISTJ"	"i'm an <mbti>. my personal opinion based on a number of infps (as well as isfps, actually) i've interacted with/come across on this forum... yes. many infps do come off as rather childish. i don't know..."	"i ' m an <mbti>. my opinion based on a number infps (as, actually) i ' interacted / come across this forum. .. . many infps do come off rather childish. i don ' t know. .."
"ISTJ"	"change/newness doesn't ever scare or stress me, but the possibility of losing my existing navigational waypoints does... greatly. so it's not change in general that bothers me, it's sudden sweeping..."	"/ newness ' scare or stress me, but the possibility existing navigational waypoints does. .. greatly. so ' s change general that bothers me, it ' s sudden sweeping. .."
"ISTJ"	"😆 man, you good. /gives high-five honestly though dude; don't smile if you don't feel like it. be cool instead."	"😆 man, you good. / high - honestly dude; don ' you ' t feel like. instead."
"ISTJ"	"i don't know, but what i don't understand is why istjs are compatible with esfps. i can understand short-term but long-term i just cant stand them being late, and have to be out all the time and i..."	"i ' t know, i don ' understand is why istjs with esfps. i can understand - term but long - term i just them being, and have to be out all the time and i. .."
"ISTJ"	"i don't have depression, so i can't answer for sure, but what he says to do is probably what's best. just having someone there, to have the occasional conversation with or back me up, definitively..."	"i ' t have, so i ' t answer for sure, but what he to do is probably what ' s best. having there, occasional conversation with or me up, definitively. .."
"ISTJ"	"ballast hit it on the head. that's not <mbti> behavior--that's immature behavior. you'll be best served by moving on. anyone who uses emotional manipulation like threatening to break up with you over...'"	"ballast hit it the. that ' s not <mbti> behavior - - ' s behavior. you ' best served by moving. anyone who uses emotional manipulation threatening to break with you. .. '"
"ISTJ"	"oh, and to the previous list, i have now been called controlling - that's a new one. if having reasonable boundaries that i would rather not discuss certain subjects is control then guilty as..."	", and the previous list, i have been called controlling - that ' s a new. if reasonable boundaries that i would rather not then guilty as. .."
"ISTJ"	"sounds like my other half!!!! lol he's usually late for work or late coming home because someone else is needing his attention or help something lol lovely man couldn't ask for anyone better."	"like my half! !! ! lol he ' s usually late or late coming home someone else is his attention or help lovely man couldn ' t ask anyone better."
"ISTJ"	"because she is very sensing it's obvious. i'm the one here who criticizes this bull of ''profound = ni''"	"she is very sensing '. ' m the here criticizes this bull ' ' profound = ni ' '"
"ISTJ"	"i can see that a little but i think i would much rather prefer outdoor activities (camping, kyacking, backpacking, mountain climbing, ect) - i would say exercise over sports - for some reason i..."	"i that a little i i would rather outdoor activities (camping, ,, mountain climbing,) - i would exercise over sports - for some reason i. .."
"ISTJ"	"hi guy, i need some advice. i'm now at universities (engeenering) and i'm kind of having a hard time to get good grade in general. not because i don't work, i work alot (<mbti>) but i'm probably..."	"hi, i need advice. i ' m now at (engeenering) and i ' m kind having a hard time to grade in. because i ' t work, work alot (<mbti>) but i ' m probably. .."
"ISTJ"	"in social situations, my internal monologue sounds very similar to the one in the strip because i suffer from social anxiety. when i'm just at home alone, my internal monologue is focused on how..."	"in situations, similar the one in the strip because suffer from social. when i ' m just at home alone, my internal monologue is on how. .."
"ISTJ"	"<url> i've been wanting to use this pic; it's so cute! x3 p.s.: i like your username. it reminds me of the nyan pikachu i once drew. xd"	"< url> i ' ve been wanting to use this pic; it '! x3. s. : i like. it reminds me nyan i once drew."
"ISTJ"	"i honestly love music and has been a constant love in my life since i became a teenager. it's a portal to the right side of my brain! 👅 it's the best way that i've found to be able to..."	"i honestly music and has been a love in life i became a. it ' s a portal to the side my! 👅 it ' s best way that ' ve found to be able to. .."
"ISTJ"	"i've wondered about this too...i noticed that the integrating works for the 9-6-3 triangle. 9w8-6w5, 9w1-6w7, 3w4-9w1, 3w2-9w8...but then for the rest you get like 7w2 and 5w7 and it doesn't exactly..."	"i ' wondered about this too. .. i the integrating works for the 9 - 6 - triangle. 9w8 -, 9w1 - 6w7, 3w4 -, 3w2 - 9w8. .. but then for the you get like 7w2 and and it ' exactly. .."
"ISTJ"	"yardiff bey yea i think that the cats will have to go sadly. i love cats, so this hurts me slightly! speaking of it, do you have any recommendations for a kid who may be going into it? my..."	"yardiff bey yea i think that the will have to sadly. , so this me slightly! it, you have any recommendations for a kid who may going into it? my. .."
"ISTJ"	"may be manipulative, taking advantage of other people's weaknesses for their own gain. quoting from here : <url> do you do this even on serious..."	"may be, advantage of other people ' s weaknesses for. quoting from: <> do do even serious. .."
"ISTJ"	"fall is my favorite season (followed by spring), and summer is my least favorite. the fall air is crisp and clear, the leaves change, and rainfall is relatively infrequent. i'm no big fan of..."	"is my favorite season (followed by ), summer is least favorite. air is crisp clear, leaves change, and rainfall is relatively. i ' m no big of. .."
"ISTJ"	"i got striver/acheiver. i disagree with most of it and think the test was crap, same questions over and over with different wording."	"got striver /. i with it and think test was crap, same over with different wording."
"ISTJ"	"an <mbti> that i've forever had an interest in has seemed to do a bit of a change up. i was wondering if this was typical when moving from a friendship to a romantic relationship. before, i heard..."	"<mbti> that i ' ve forever had an interest has seemed to do a bit of a change up. was if was when from friendship to a romantic. , i heard. .."
"ISTJ"	"if i can help it, i don't even talk to people i dislike and am unhappy with. i think the fact that he is talking at all is a good sign. if you want to get him to therapy you will have to make him..."	"if i can help it, don ' even to people i and unhappy with. i the fact he is at all is a good sign. if you want to get him to therapy you to make him. .."
"ISTJ"	"i don't really know that much about crustaceans but... i'd probably be something like a forward walking crab. just to be awkward."	"don ' much about crustaceans. .. i ' d probably be like a forward crab. just be awkward."
"ISTJ"	"1) most of my friends are enfjs or infjs and our greatest difference is probably our feeling side. as an <mbti>, i'm not very outwardly emotional. also my <mbti> friends tend to judge someone/feel..."	") of my friends infjs and our difference is probably feeling side. as an <mbti>, i ' m very outwardly emotional. also my <mbti> friends tend judge someone /. .."
"ISTJ"	"with the amount of time you spend trying to make friends without social interaction on this forum, i would think that you could figure out the difference between brother e and i by now."	"with amount of time spend trying make without social interaction on this forum, i would think you figure the between brother i by now."
"ISTJ"	"so would most say that they would be satisfied with phone conversations about once or twice a week with these relationships? my <mbti> is sporadic in communication. sometimes we talk a few times a..."	"so most say that would be satisfied with conversations once or twice a week with these? <mbti> sporadic in communication. sometimes talk times a. .."
"ISTJ"	"maybe nt = fiercely individualitic, sj = not so muchh, sp = not so much either, nf = different kind of individualist though these kiersey temperaments still seem a bit strange to me."	"maybe nt = fiercely individualitic, = not so, sp = not, = different kind of individualist these temperaments seem a bit strange me."
"ISTJ"	"i can't keep and hold a job. every social interaction is odd to me. is weird. at work or in the gym. is like i don't know how to act. i go deep deep down into my head. i become paranoid when i meet..."	"i can ' t and hold a job. every interaction is odd to me. is. at work in the. like i don ' know how to act. go deep deep down my head. i become when i meet. .."
"ISTJ"	"i have a voracious sexual appetite. my girlfriend and i do it constantly when she is in town. i have never sent a picture of my junk to anyone, not even my girlfriend, and i don't intend to. it can..."	"i have voracious sexual appetite. girlfriend and do constantly when in town. i have never sent picture of my junk to anyone, even my girlfriend, and i ' t intend. it can. .."
"ISTJ"	"i like strong white spirits, ie vodka and tequila and stuff like that. i also like most fruity drinks. my type is <mbti>"	"i spirits, ie vodka and and stuff like. i also most drinks. my type <mbti>"
"ISTJ"	"i suppose you're right, im just infatuated by her that i'm willing to ignore the gut instincts or hints that i've gotten through the past 2 dates that didn't happen. i suppose there are still plenty..."	"i suppose ' re right, im just infatuated i ' m willing to ignore the gut instincts hints i ' ve the past 2 dates didn ' t happen. i suppose are still plenty. .."
"ISTJ"	"i've come to realise that a surprisingly large proportion of people i've been friends/friendly with have actually been intps. this is how a typical interaction goes: the <mbti> will tell me about..."	"' come to realise surprisingly large proportion of people i ' ve been friends / friendly with have intps. how a typical goes: <mbti> will tell me about. .."
"ISTJ"	"nobody stole my heart as last time i checked i have a resting pulse of 66bpm, and i am still alive so i can be confident that i still have it.😉😉:crazy:"	"nobody stole heart last time i checked i pulse of 66bpm, i still alive so i be confident that i still have. 😉: crazy:"
"ISTJ"	"i really have a system for when i go to bed. studies show that eight hours is the perfect amount of sleep. when i have to get up at 8am, i go to bed at 24. if i have to get up at 10:30am, i go to bed..."	"i really have system for i go bed. studies show that hours is the perfect amount of sleep. when i to up at 8am, i to bed at. if to get up at 10: 30am, i go to bed. .."
"ISTJ"	"the majority of my favorite songs are probably from the late 70s to mid 00s. however, i love the oldies (yeah, that 50s and 60s stuff, doo wop, and all), but it has nothing to do with me thinking..."	"the majority of my favorite are probably from late 70s to mid. however, i love oldies (yeah, that 50s and, wop, and all ), it has nothing with me thinking. .."
"ISTJ"	"what are your religious beliefs? roman catholic what is your political party? mid-left wing democrat do you have any siblings?"	"what are your beliefs? is your political? mid - democrat you have any siblings?"
"ISTJ"	"i wont agree with everything you just said daisychain but i'll defend your right to say it. 👅 i do agree with what daisychain has said specifically on topic about this relationship. it is..."	"i wont agree with everything you just said but i ' defend your right to say it. i agree has said on about this. it is. .."
"ISTJ"	"so, i notice on facebook quite a bit, lots of girls posting articles, pictures, memes, and the like, of why their certain personality types are awesome. usually it isn't mbti related, but it's almost..."	", i notice on facebook a, lots girls, pictures, memes, the like, why their certain personality types awesome. usually it isn ' t mbti related, it ' s almost. .."
"ISTJ"	"sometimes my bf annoys me because he sees interconnectedness and patterns in ways that i just don't find rational. he'll see a series of compelling synchronicities and intuitively believe things like..."	"sometimes my annoys me because he sees and patterns in that i don ' t find rational. he ' ll of compelling synchronicities things like. .."
"ISTJ"	"how do you view and handle theory? i love playing around with different ideas and spotting trends, formulating hypotheses about things, etc. largely, this is one of the reasons i've enjoyed..."	"how do view and handle theory? love playing around with different ideas and, formulating hypotheses about things, etc. , is one reasons i '. .."
"ISTJ"	"when handling tough cookies, be tougher or be silly. since i didn't want to spend 5 replies, i chose silly loving the variety of people, lots of perspectives to consider. ^_^"	"when handling tough cookies, be tougher be silly. since i ' spend 5 replies, i the variety of people, perspectives to consider. ^ _ ^"
"ISTJ"	"i find competition most interesting, but i don't compete much in person anymore.(it has too many negative repercussions) i also like debating, but again rarely do it in person unless it's a group..."	"i most interesting, but don ' t compete in person anymore. (it has too negative) i also debating, but again rarely do person unless it ' s group. .."
"ISTJ"	"i don't daydream a lot. usually in idle moments i'm just thinking about upcoming events in order of how soon they are, soonest first, or not thinking about anything, just watching my surroundings,..."	"i don ' daydream. usually idle i ' just thinking upcoming events in order of how soon they are, soonest first, or anything, just watching my surroundings, ..."
"ISTJ"	"that was me with my squish! it amazes me how similar a squish and a crush can be. same feelings and reactions but one is from i really really want you to be part of my life and me part of yours and..."	"that was with my squish! amazes me how similar a squish and a crush can be. feelings and reactions but is from i really really you to be of my part of and. .."
"ISTJ"	"i feel i shouldn't have to explain mine..but i always seem to have cold fingers.. i make some many spelling mistakes simply because they're cold and it becomes harder to type."	"feel i ' t explain. . but i seem to cold. . i make some many spelling mistakes simply because ' re and it becomes harder to type."
"ISTJ"	"i feel the same way, actually. i'm not really sure of when i can call someone friend. i've never had friends at school, i kinda started at college. so socially, it's like i'm 7 years old. xd ..."	"i feel the same, actually. i ' m not sure of when i can someone friend. i ' never had friends at, i at college. socially, it ' s like i ' years old. xd. .."
"ISTJ"	"thought i'd have a go at this, mostly for fun, but interested to see what your analysis is. 1) these are links of two different photographs. what is your interpretation of each image? what comes..."	"thought ' d this, mostly for fun, but to what your is. 1) these are links of two different photographs. what is your of each image? what. .."
"ISTJ"	"uh, first off, tvs come in many different sizes, so i'm very sure you can find one that fits in your room. this would be your first circumvention to his ownership. now, i'm very personal about my..."	", first off, tvs in many sizes, i ' very sure you can find fits in your room. would be your first to his ownership. now, i ' m personal about my. .."
"ESTP"	"<mbti> for sure. it's the only time you'll see me constantly giving hugs to people. i become really touchy-feely. i'm already loud sober, and that amplifies when i'm wasted. i'm much more talkative..."	"<mbti>. ' s the only you ' ll see me giving to people. i become - feely. ' m already loud sober, and that amplifies when ' m wasted. i ' m much more talkative. .."
"ESTP"	"drugging yourself would just band-aid your underlying issue. you will have to face these sort of situations at some point, so you might as well do it now. i don't think the issue is that you're an..."	"drugging yourself would just band - aid your underlying issue. you will to face sort situations some point, so might as well do now. i don ' issue is you ' re an. .."
"ESTP"	"<url> doing this for drunk parrot and to build the <mbti> community. any <mbti> that comes to perc often feel free to introduce yourself. if your new, also introduce yourself. that's what this is all..."	"< url> doing this drunk parrot to build <mbti> community. any <mbti> comes to perc feel free to introduce. your new, also yourself. that ' what this is. .."
"ESTP"	"'you're both still individuals, sure, you might belong in different blocks of personality types but... you're still unique individuals. i'm sure mbti can tell us many things about an individual, i..."	"' ' both still individuals, , you might belong different of types but. .. you ' re still unique individuals. i ' m sure mbti can us about individual, i. .."
"ESTP"	"i have realized there is no thread for this on the <mbti> forum and am curious to see what everybody says"	"i there is thread on <mbti> and am curious to see what everybody says"
"ESTP"	"<mbti> male i have a strange attraction towards isfjs and infjs (my attraction to isfjs can be attributed to a relatively strong s for an idealist)"	"<mbti> male have a attraction towards infjs (my attraction to isfjs be attributed relatively strong an idealist )"
"ESTP"	"you would be correct with that assumption. i'm pretty new to learning about mbti, and while i've read some into these, i'm still trying to fully understand them, which i guess just comes in time...'"	"you would be correct with that assumption. i ' new learning about mbti, and ' ve into, i ' still trying fully understand them, which i guess just comes in time. .. '"
"ESTP"	"i'm an <mbti> and i dont know why i but i always make this long, seductive like eye contact. even men i dont know will hold a 4-5 second stare with me. its like i have this look that makes guys stare..."	"i ' m an <mbti> and i dont know why i i always make this, seductive like eye. even men i dont know will a 4 - stare with me. like i have this look stare. .."
"ESTP"	"now that i think of it this does make sense, esfjs have the capability to be the coldest (enfjs not quite because they have some part of them that wants to appeal to the masses whereas esfjs may..."	"now that i think of this make, have the be the coldest (enfjs not they have some part of them that wants to appeal to the whereas esfjs. .."
"ESTP"	"i've noticed in uni that older students are received just as well as younger, more typically aged students. i think it's because people in their late teens finally get old enough to appreciate..."	"i ' ve uni older students are just as well as younger, aged students. i think it ' s because their teens finally get old enough to. .."
"ESTP"	"i am the typical <mbti>. i used ne to the extreme. i am always looking for possibilities. i am theory minded. when ever i get something the first thing i think of is how can i use innovation to make..."	"i am <mbti>. i used ne to extreme. i am always for. am theory minded. when ever i get something first think of is how i use innovation to make. .."
"ESTP"	"just try to be friendly when you talk to others. make sure you are genuine though. ask them questions. people love to talk about themselves. maybe others are used to you being silent and..."	"try to be friendly when you talk to others. make sure are genuine though. ask questions. love about themselves. maybe are you silent and. .."
"ESTP"	"wow such a smart idea sorry i just had to steal it <url> that is what i'll probably do, no point in beating around the bush."	"wow such a sorry i just had to it <> that is what ' ll, no in beating around."
"ESTP"	"okay, let's start with captain america/steve rogers because he's dutiful, generally rule-following and with an old-fashioned sense of right, wrong and justice. so he looks pretty isj, right? we'd..."	"okay, ' s start captain america / steve rogers because he ' s dutiful, generally - following and old - sense of right, wrong and justice. he pretty, ? we ' d. .."
"ESTP"	"rofl, man i want to give you a tip of advice, an <mbti> one, hope you count it....start planning a roadtrip (you for all of them), somewhere you guys allways wanted to be wanted to be, and always..."	"rofl, man give you a tip of advice, an <mbti> one, hope count it. .. . planning roadtrip (you for all of them ), you guys allways wanted to be, and always. .."
"ESTP"	"i see these replies only now. still, this about not introverted, intuitive, feeling, or judging... was not saying anything. not imaginative, speculative or spiritual enough or what?"	"see these only now. still, this about introverted, intuitive, feeling, judging. .. saying anything. not imaginative, speculative enough or?"
"ESTP"	"that's not what i mean. visually expressive does not mean ditz or over playing it at all times. your description of the ditz is someone who isn't effectively expressing themselves visually. visual..."	"that ' s what i mean. visually not over playing it at all times. your description of the ditz is someone who isn ' t expressing. ..."
"ESTP"	"an extremely valid point. and taken. im receiving mixed messages a bit in this front. believe you me, i am not a hanger-on when there isnt reciprocal interest. :) for other favors, he has..."	"an extremely point. and taken. im receiving mixed messages a bit. believe you me, am a hanger - on when there isnt interest. : ), he has. .."
"ESTP"	"i'm an <mbti> i suppose, and i'm going with an <mbti> now for a bit. she thinks i'm sensitive ... and cute. :rolleyes: idk where she gets this stuff, apparently she digs my tomboy-ish ways and..."	"' m an <mbti> i suppose, and ' going with an <mbti> for a bit. she i ' m. .. and cute. : rolleyes: idk where she gets this, digs my - ish ways and. .."
"ESTP"	"i'm not sure how my statement is a logical fallacy, but if you say so... <url> anecdotal fallacy | truly fallacious anecdotal fallacy | all the tropes..."	"i ' m not sure how my statement logical, if say. .. <url> | anecdotal fallacy | all the tropes. .."
"ESTP"	"hey whats up, people?! i'm new to the forum, so i guess i'll tell you some stuff about me. ima tomboy who loves adventure, and when i was younger, getting into trouble. i do crazy stuff..."	"hey whats up, people? ! i ' m to the forum, so i guess i ' tell you some stuff about me. tomboy who adventure, when i younger, trouble. crazy stuff. .."
"ESTP"	"i agree with everyone saying that it has to do with society deeming it okay for women to show emotion, but not men. i have my emotional moments, and they can be intense, but it's very occasional,..."	"i agree with everyone saying that do with society it okay for women to show, but not men. i have my emotional moments, and can intense, but it ', ..."
"ESTP"	"i said: when something is too easy like that i lose interest quickly........... there was no response so i said: if you want to find friends go to facebook."	"i: when something is too like that i lose interest. .. .. .. .. .. there was no response so said: want go to."
"ESTP"	"this subject came to me because when i was taking the enneagram test (the one from the ennagream institute website that cost $10) , and one of my good friends called while i was taking it. i went..."	"this subject came to me when i was taking the test (the from ennagream institute website cost $ 10 ), one of good friends called while was taking. went. .."
"ESTP"	"first of all, it's not cheating, because cheating is using a means to misrepresent your knowledge on a subject to an inquiry into how much you know on the subject. using a performance enhancing drug..."	"of, it ' s not cheating, because cheating is using a to misrepresent your knowledge a subject to an how much you subject. a performance enhancing drug. .."
"ESTP"	"ew i hate stereotypes. they're somewhat true but a little bit exaggerated and it leans towards bad vibes. anyways its more like calculated risks, enjoys the thrill of life, and assertive/straight..."	"ew i stereotypes. ' somewhat true but it leans towards bad vibes. anyways its more like calculated risks, enjoys thrill of life, and assertive /. .."
"ESTP"	"i have good intentions... sometimes i do bad things before running it by my intentions for review, but that's a different story."	"i have intentions. .. sometimes do things it by intentions for review, but ' s a."
"ESTP"	"i'm going to feed into it and tell you all that i love tattoos, if done well. i'm going to get a few, somewhere i can hide them. i like simple ones, you know...just words sort of thing. i like..."	"i ' m going to into it and tell you i love tattoos, if done. i ' m going to get a few, somewhere can. i simple ones, you know. .. just sort of thing. i. .."
"ESTP"	"i relate to a lot of this. especially the part about school. i loved getting good grades and being the best, i guess that's my competitive side. i was a bit of an overachiever until i eventually got..."	"relate to of this. especially the part about school. i loved getting good grades and being the best, i guess that ' s competitive side. i was a of got. .."
"ESTP"	"the ability to intimidate other people ;p ( so many people have a bigger voice in text to me, but then get all quiet & scared when it comes to in person lmao ) sent from my iphone using..."	"the intimidate other people; (so many people have a voice to me, but then get all quiet & scared when comes in person) sent from my iphone. .."
"ESTP"	"well to me its like when i play video games like mass effect or fall out... or anything that has a gradually progressing story. i get to develop this character and on the fly make up its lines and..."	"well me like when i play video games like effect out. .. or anything a gradually progressing story. i get develop this character and on the fly make lines and. .."
"ESTP"	"<mbti>..that's the vibe iget..just becuase he says to follow your heart and dreams doesn't make him a feeler."	"<mbti>. . that ' the vibe iget. . he says to heart ' t him a feeler."
"ESTP"	"yeah, i don't think i'm depressed anymore, but it still seems that things are missing and i'm running out of energy haha you're right. thanks for the laugh nah, those arent the issue"	"yeah, i don ' think i ' depressed anymore, but still seems that are missing and ' m running haha ' re right. thanks for the laugh nah, those the issue"
"ESTP"	"eddie's let it ride attitude in the xmas ep is such an se-dom thing sent from my iphone using tapatalk"	"eddie ' s let ride attitude in xmas ep is - from my iphone using tapatalk"
"ESTP"	"huh, i guess that makes sense. i guess i really didn't understand that and have done very little ennegram work. i suppose being a rw4 (seems less extreme) would make sense as the intellectual..."	"huh, i guess. i guess i didn ' t that and done very little work. i suppose being a rw4 (seems less) make sense as intellectual. .."
"ESTP"	"my therapist had me keep a diary when i was 13. it was a really dark time in my life, i'd experienced abuse and a near death experience and felt isolated from society. i had a lot of questions that i..."	"my had me keep a when was 13. it was really dark in my life, i ' d experienced abuse and a death and isolated from society. i had a of that i. .."
"ESTP"	"im an <mbti>, and 100% sure of it. so anyways, i get along great with most people but i have a ton of more guy friends. the ratio to guy friends to girl friends is probably 12:5. anyways im very..."	"im an <mbti>, and% sure of it. anyways, i along great most people have a ton of more guy. the ratio to friends to girl friends is probably: 5. anyways very. .."
"ESTP"	"sorry i don't know martial arts that well so i don't know what kind of analogy you meant here ?? :) (<mbti>, iq, tai chi)"	"sorry don ' know martial arts that well so i ' t know kind here? ?:) (<mbti>, , tai )"
"ESTP"	"the whole basis of the battle between libertarianism and socialism is so completely vast that attempting to lure people from one side to the other with an argument is almost futile. i don't doubt..."	"whole basis the battle between libertarianism and is so completely vast that attempting to lure people from side to the other with an is. don ' doubt. .."
"ESTP"	"dude, you're completely misunderstanding me. i don't do that. like, i literally started off by saying how much i like making others feel good. that's not gonna happen if i'm rude or mean to them,..."	"dude, you ' re misunderstanding me. ' do that. like, started off by how much i like making others feel good. that ' not gonna happen i ' m rude or to them, ..."
"ESTP"	"*makes mental note ... ni ... equals ... voodoo magic ... comma ... aliens ... * :proud: good enough for me."	"* mental. .. ni. .. .. . magic. .. .. .. .. *: : for."
"ESTP"	"no. few things are certain. mbti isn't something i'd bet money on. we can't. it's probably a load of hogwash. interesting, though-provoking hogwash, but a load nonetheless. that's because..."	"no. few certain. mbti isn ' t something i ' d bet money on. can ' t. it ' s a load hogwash. interesting, though - provoking hogwash, but. ' because. .."
"ESTP"	"and what of quality of connection? when you need to convince people who aren't particularly rational and not able to see things objectively, how do you reach them? because there are a lot of..."	"what quality of connection? when you need convince people who aren ' t rational and not able to see, how do you reach? are a lot. .."
"ESTP"	"that's it exactly. i need a safe outlet :) i'd be interested to see your government stirring haha. i don't use twitter at all. that video always cheers me up. i never update statuses on social..."	"' s exactly. i a outlet:) i ' d to see your government stirring. don ' t use twitter at. video always cheers me up. i never update statuses on social. .."
"ESTP"	"senior year highschool aged 17 3 of us were in the dark room developing photos, it came thru the radio. we hysterically laughed because we sincerely thought it was a dj prank. went to 2nd hour..."	"senior year aged 17 3 of us were in the dark developing photos, came thru the. hysterically we was a dj prank. went to 2nd hour. .."
"ESTP"	"i like intps. we communicate well and we get each other's humor. they can be a bit awkward, but nothing serious"	"like intps. well we each ' s humor. they can a bit awkward, but nothing serious"
"ESTP"	"i'm in the uk, next to no-one has guns, and those that do practically never use them because of how much heat they'd get. everyone always seems complacent to rationalise ignoring events like that..."	"i ' in uk, next to no - one has guns, that do use them much heat they ' d get. everyone always seems complacent to rationalise ignoring events that. .."
"ESTP"	"exactly what an <mbti> man would say. my mother in law said when my husband was a child and everyone talked about what they wanted to be when they grow up, he'd say married with kids. lol so the..."	"exactly what an <mbti>. mother law said when my husband was a child and everyone talked what wanted to be when grow, he ' d say married with kids. lol so. .."
"ESTP"	"character strength # 1bravery you are a courageous person who does not shrink from threat, challenge, difficulty, or pain. you speak up for what is right even if there is opposition. you act on your..."	"character strength # 1bravery are a who does not shrink from threat, , difficulty, or pain. speak for what is even if there. act on your. .."
"ESTP"	"i'm an <mbti> who was typed as <mbti> for quite a while. how i figured i'm an <mbti>: - while i do imagine possibilities for the future i have no interest in it if i can exactly realise those..."	"' m an <mbti> was typed as <mbti> for quite a while. how i figured i ' m <mbti>: - while i imagine for the future i no interest in it i can. .."
"ESTP"	"your scores are: care 61.1% fairness 47.2% loyalty 33.3% authority 47.2% purity 55.6% liberty 52.8% your strongest moral foundation is care. your morality is closest to that of a..."	"your scores are: care 61. 1% fairness 47. % 33. 3% 47. 2% 55. 6% 52. % your strongest moral is care. your is closest to that. .."
"ESTP"	"you know you're an <mbti> when everything you do has a reason/motive, whether it be a good or bad one ---> but you like to pretend you don't have one and call it a mindless behaviour. (i got this from..."	"you know ' re an <mbti> when everything has a reason / motive, whether it be good or bad - - -> but like to pretend don ' t have and call it a behaviour. (i this from. .."
"ESTP"	"i have a few little points to make here. firstly, some of your friends by your description seem like they might actually be ill themselves. disregarding that, i concur that the only people worth..."	"i have a few little make. , some of your by your description like they might be ill themselves. that, i that the only people. .."
"ESTP"	"lol don't judge me <url> did this before...let me find the result. <mbti> - commandant you scored 75 i versus e, 0 n versus s, 60 f versus t, and 60 j versus p! your ideal mate is known as..."	"lol don ' t judge me <url> this before. .. let me find. <mbti> - commandant scored 75 e, 0 n, 60 versus t, and 60 j versus! your ideal mate is known as. .."
"ESTP"	"lol, this is not the first one of these i've posted. i was fairly certain i was <mbti> (both mbti and socionics) for quite a while after finally accepting that i'm not <mbti> or <mbti>. i'm a little more..."	"lol, this is not the first one of these i ' ve. i was fairly i was <mbti> (both and) quite a while after finally accepting i ' <mbti> or <mbti>. ' a little more. .."
"ESTP"	"look everybody it's a fake running around here claiming <mbti>. bro your soft as cotton and i don't see you."	"everybody it ' a fake here claiming <mbti>. bro your soft as cotton don ' t."
"ESTP"	"'<mbti>. <url> am kinda curious as to how that works out function-wise, but that said, while the game is tense in itself, ethan is pretty chill and doesn't do much freaking out for the player, all things..."	"' <mbti>. <> kinda curious as to how works function - wise, but that, while the game is tense, ethan pretty chill and doesn ' t do much freaking out for player, all. .."
"ESTP"	"no. i am from central europe (czech citizen, nationality: street mix). im not sure about all german/austrian places, but ruling out that, clear cultural prefence in central europe is moderate..."	"no. i central (czech citizen, nationality: mix ). im not sure all / austrian, ruling out that, clear cultural in central is moderate. .."
"ESTP"	"i pick snow white or sleeping beauty because they stand around not doing anything and looking pretty:)"	"i snow white or sleeping beauty because they not doing anything: )"
"ESTP"	"you'd be surprised to see how many people aren't the right type of people for a friendship. not everyone meshes, and that's okay. don't fake a friendship you know won't work out. do you have any..."	"you ' be surprised see many people aren ' the right of people for a friendship. not everyone meshes, and that ' s okay. don ' t fake a know won ' work. you have any. .."
"ESTP"	"ok maybe i am biased, but i can't see you as an <mbti>. you see i have met a lot of enfjs, esfjs, isfjs (if you ask me this are by far the most common types) and they are downright pushy when it comes..."	"ok maybe i am biased, i ' t see as <mbti>. you see i have a enfjs, esfjs, isfjs (if you ask me this are by far the most) and they downright pushy when it comes. .."
