"label"	"post"	"post_augmented"
"ENFJ"	"oh, my bad, you are an <mbti>, oops! as for being perfect, don't be modest! i'm sure you're beyond perfect! :) as for me, i'm striving for self-actualization; it's quite fun!"	"oh, my, bad you an are <mbti>, oops! as for being perfect, don t be ' modest! i ' m sure you ' re beyond perfect! :) as me for, i ' m striving for self - actualization; it ' s fun quite!"
"ENFJ"	"i can relate to the ne-ni difference between me and my <mbti>. he throws out many ideas in one conversation, while i try to put them together or try to see how they are connected. when he jumps from..."	"i can relate the to ne - ni difference between me and my <mbti> he. throws out in many ideas one conversation, while i try to put together them or try to see how are they connected when. jumps he from. .."
"ENFJ"	"not an <mbti>.. fellow f dom here, girl honestly people oonly really learn from experiences, and its great that your willing to consider reconciliation, and i'm not trying to undercut that but, what..."	"not an <mbti>. . f fellow dom here, girl people honestly really oonly from learn experiences, and its great that your willing to reconciliation consider, i and ' not m trying to undercut but that, what. .."
"ENFJ"	"jawz no comparison at all. just trying to suggest that sometimes it takes a long time but it eventually does get better. no worries. i have had people compare their heartbreaks to mine and mine..."	"jawz no at comparison all. just trying to suggest that sometimes it takes a long time but it does eventually. get better worries no. i have had compare their people heartbreaks to and mine mine. .."
"ENFJ"	"how it could or should be, doesn't exactly mean we are totally fucked up now lol. i can imagine today's society satisfying many people that lived in the past... if they could only see."	"it how could or should be, ' doesn t exactly mean totally we are up fucked now lol. i can today imagine ' society s many satisfying people that lived the in past. .. if they could see only."
"ENFJ"	"where are you from? i'll come meet you!! :p we are somewhat hard to find statistically, but as for me, i love being in leadership positions and am pretty positive and friendly. i can also keep to..."	"are where? you from i ' ll come meet you! !: p we are somewhat to hard statistically find but, as for me, i love being in leadership positions am pretty and and positive friendly i. can also keep to. .."
"ENFJ"	"heh, i still don't think one should be sure about any direct connection between genetics and type, i'd much rather reckon that genetics are simply in charge of our brain development, and depending on..."	"heh, i don still t ' think should one be about sure any direct between connection genetics and type i, ' d rather much reckon genetics are that simply in charge of our brain development and, depending on. .."
"ENFJ"	"' i agree..anything thats mainstream lacks the natural essence of originality the product initially had. you get sci-fi books, romance books, purely philosophical and food for thought books, and..."	"'. i agree anything. thats mainstream lacks natural the essence originality of the product initially had you. sci get - fi books, romance books purely, philosophical and food for books thought, . and.."
"ENFJ"	"a decade on this earth and i had found a diamond in the rough. a decade later i returned to find a true flawless blue. had been cased not a week before; robbed by a false idol, what could i do..."	"decade a on this earth and i had a found in diamond the rough. decade a later i returned to a find true flawless blue. had been cased not a week; robbed before false by a idol, what i could do. .."
"ENFJ"	"well, i sort people. lol acquaintances: once i meet a person, i consider them as a friend. i will then take the initiative to be friends and converse with them for a while. sometimes, i just..."	", well i sort people. lol: acquaintances once i meet person a, i consider them a friend as. then i will the take initiative to be friends and converse them with for while a. sometimes, i just. .."
"ENFJ"	"thanks for your input. taking it as it comes, roll with the punches, and meet others head on. hopefully i got that right."	"input thanks your for. taking as it it comes, roll with the punches, and meet others head on. hopefully got i that right."
"ENFJ"	"welcome to perc. i have not heard of neal shushterman but i love to read too. one of my favorite authors is mitch albom. i will have to look up neal shushterman at the library and see if they have..."	"to perc welcome. i have not heard neal of shushterman but i to read love too. one of favorite my authors mitch is albom. i will have to look up shushterman neal at the and library if see they have. .."
"ENFJ"	"like, have you ever seen enfps? they are like big dogs full of love that will never break your trust and that will love you until oceans disapear, the sky turns red and chickens learn how to fly...."	"like, have seen you ever? enfps they like are big dogs full love of that never will break your trust that and will love you oceans until disapear, the sky turns red and chickens learn how to fly. ..."
"ENFJ"	"quite often i go into a party or seminar or any meeting with the plan not to say anything, especially nothing controversial, to be quiet, on the edge of the room, so nobody will notice me. but..."	"quite i often go into a seminar party or or any meeting with plan the not to say anything especially, controversial nothing, be quiet to, on the edge of room the, nobody so will notice me. but. .."
"ENFJ"	"if i had to guess, i would say it is an e thing. i think even if an i was thinking of the word, s/he would be more likely to refrain from interrupting than an e."	"if i had guess to, would say it i is e an thing. i even think if an i was thinking of the word, s / he be more would likely refrain to from interrupting an than e."
"ENFJ"	"holly crap man, after 2 weeks of posting my original statement i realized that i've typo'd the t as an f in an <mbti>. and i've also noticed that some people posted before my post to their question,..."	"man holly crap, after 2 weeks of my posting original statement i realized that ' i typo ve ' d the t as an in f an <mbti>. and i ' ve also noticed that some people posted my post before to their question, ..."
"ENFJ"	"ahhhh.... you infx types never cease to amaze me in turning a quick phrase. beautifully said and well written. thanks for saying in 5 words and 2 numbers what it would take me paragraphs to say."	"ahhhh. .. . infx types you never to cease amaze in me turning quick a phrase. beautifully well said and written. thanks for saying in 5 words and 2 numbers it what would me take paragraphs say to."
"ENFJ"	"probably <mbti> is my feeling. enfjs get shy when they're not sure of how they should act, especially 5s."	"probably <mbti> is feeling my. get enfjs shy they when ' re sure how not of should they act, 5s especially."
"ENFJ"	"'real housewives of potomac love and hip hop atlanta growing up hip hop atlanta big brother uk (starts monday) basketball wives money power respect how to get away with murder scandal"	"' real potomac of housewives love and hip atlanta growing hop up hip hop big atlanta brother (uk starts monday basketball) wives money power respect to how get with away murder scandal"
"ENFJ"	"i request a judgement. preferably from someone who has read my posts and has some idea of how my character is. if there's no one, okay. i want to know how i come across on the internet."	"I request a judgement. from preferably someone who has my read and posts has idea some of how my character is. if there ' no s one, okay. i to want know how i across on come the internet."
"ENFJ"	"just some stuff i do to cheer myself up! haha. i haven't done this in maybe 2-3 months, thinking of getting back into it again. they're nothing really deep, but i enjoyed creating, so. :] ..."	"just some i stuff do to cheer myself up! haha. i haven t ' done this in 2 maybe 3 -, months thinking of getting back into it again. they re ' nothing really deep, enjoyed but i creating, so. : ]. .."
"ENFJ"	"that last part cracked me up. you always tell it like it is, no sugar coating with you. :) lunawolf, your story sounds like a friend i had in junior high/high school as well. she was uber drama..."	"that last part me cracked up. you tell it always it like is, no coating sugar with. you:) lunawolf, sounds your story like friend i a had in junior high / high school as well. she was uber drama. .."
"ENFJ"	"restraining order should be last resort, it nullifies constitutional rights and shouldn't be used lightly unless you're being stalked or seriously worried about bodily harm. you may not think much of..."	"restraining order should be last, resort it nullifies constitutional and rights ' shouldn t be used lightly unless you ' re being stalked or seriously worried about bodily harm. may you think not of much. .."
"ENFJ"	"<url> it's a very sweet and tender track about flirting and charming people to you. the chorus has no sense at all, but it adds that feeling of deepness that..."	"< url it> ' s a sweet very tender and about track flirting charming and people you to. has the chorus no sense at all, but it that adds feeling deepness of that. .."
"ENFJ"	"so my ideal candidate would be an <mbti>, my best friend is an <mbti>, and shes amazing, minus the overuse of logic. :p so i was thinking lemme find out how many of you guys are out there and how..."	"my so candidate ideal be would an <mbti> my, best is friend an <mbti>, and shes amazing, minus the of logic overuse. : p so was i lemme thinking find out how many of you guys out are there and how. .."
"ENFJ"	"1) maximizer: people strong in the maximizer theme focus on strengths as a way to stimulate personal and group excellence. they seek to transform something strong into something superb. 91 ..."	"1) maximizer people: in maximizer strong the theme focus strengths on as a way to personal stimulate and excellence group. they to seek transform something into strong superb something. 91. .."
"ENFJ"	"alcohol makes you an alcoholic, weed makes you psychotic, and those pills will have you iv'ing bullshit within a year. the only thing worse would be to do nothing."	"alcohol makes you an alcoholic weed, you makes, psychotic and those pills have will you iv ' ing bullshit within year a the. only worse would thing be to do nothing."
"ENFJ"	"thanks everyone for the help. the date is tomorrow, we'll see how it goes. i'll most definitely update you all. i really like this individual, i'm hoping it becomes reciprocated."	"Everyone thanks help for the. the is date tomorrow, we ' ll how it see. goes i ' ll most definitely update all you. i like really this individual, i ' m hoping becomes it reciprocated."
"ENFJ"	"i couldn't agree more. watching trump is like reading the definition for an <mbti> x97 so why are we even considering this question at all? if anything, explain his functions relative to our knowledge..."	"i couldn ' t agree more. watching trump is like the reading for definition an x97 <mbti> so why we are even this considering at question all? anything if, his explain functions relative to our knowledge. .."
"ENFJ"	"it depends from individual to individual actually. the truth is the truth and we need to accept or at least be aware of the opinions of other people before we make our decisions. like imagine..."	"depends it from individual to actually individual. truth the is the truth and we to or need accept at least be aware the of opinions of other people before make we our. decisions imagine like. .."
"ENFJ"	"aww :( i'm sorry about your void. i hope my slice of information helps fill it, somewhat... honesty, sensitivity/caring, silliness/humor, intelligence (this one is probably the most important, to..."	"aww: i (' m sorry about your void. i hope my of slice information helps fill, it somewhat. .. honesty, / caring sensitivity, silliness /, humor intelligence (one this probably is the most important, to. .."
"ENFJ"	"i think its best to be open with people rather then keeping pain inside i used to keep things to myself and that was the reason i was unhappy most of the time just be open"	"i think its best be open to with people then rather keeping inside pain i used to keep things to myself and that was the i reason unhappy was most of time the just open be"
"ENFJ"	"well that raises another point that <mbti>'s tend to have complete trust in everyone even if they don't deserve it, but we expect the same trust back and if we don't get it we get frustrated so if your..."	"that well raises point another that <mbti> ' s tend have to complete in trust everyone even they if don ' t deserve it, but expect we the same trust back and we if don ' t get it we get so frustrated if your. .."
"ENFJ"	"is it me, or do other enfjs have trouble opening up? i find it takes forever for me to actual talk about myself as a person unless someone asks direct questions - but, who the heck does that? :p"	"is it me, or other do enfjs have trouble opening up? i it find takes forever me for to talk actual myself about as person unless a someone direct asks questions - but, who the heck does that? : p"
"ENFJ"	"i was on a forum with toxic people a year or so ago and just...my intuitive side told me that until i completely broke all ties, it would always be lurking and at any moment someone could pop back up..."	"Was I a on forum with people a toxic year or ago so and. just. . my intuitive side that told me until i completely broke all ties, it would be always lurking and at any someone moment could pop back up. .."
"ENFJ"	"i can say that especially when i was in my early twenties i would act like this with many men, and had no interest in pursuing a relationship with any of them. this is not necessarily the case in..."	"i say can that especially when i in was my twenties early i would act with like this many men, and had no interest in pursuing a relationship with of any them. this is not necessarily the case in. .."
"ENFJ"	"hmmmm. i think that my three wishes would be 1. be able to take a month off work and visit my family in america without running out of all my money 2. be able to visit all the country in the..."	"hmmmm i think. that my three would wishes be 1. be able to take a month off and work visit my family in without america running out of all my 2 money. to be able all visit the country the in. .."
"ENFJ"	"lsd. i don't know how non intuitive types experience the drug, but for sure, it is like steroids for intuition. it gives you some sort of hyper intuition that just... no words can describe. ..."	". lsd don i ' t know how non types intuitive experience drug the, but for, sure it is like for steroids. intuition it you gives sort some of hyper intuition that just. .. no words describe can. ..."
"ENFJ"	"i looove to hang out at the park, running around happily. i do as well at guitar stores just playing their instruments, friends' houses, the streets, and usually my room or somebody elses. fun stuff..."	"i looove hang to out the at park, around running happily. do i as at well guitar stores just playing their instruments, friends ' houses, the streets, and usually room or my somebody elses. fun. stuff.."
"ENFJ"	"okay. sounds like there's a lot of clues that he's interested. if you can see yourself being comfortable around him and such, i'd say go for it. okay, i don't really know what go for it means,..."	"okay. sounds there like ' s a lot of clues he that ' s interested. if you see can yourself being around him comfortable such and, i ' d say for go it. okay, don i ' really t know go what for it means, ..."
"ENFJ"	"hmm, interesting amazon seems to be the popular thing in this generation, i might go and try it out myself."	"hmm, seems interesting amazon to be the popular in thing this generation, might i and go try myself it out."
"ENFJ"	"😆i don't want to be an <mbti>, i want to know what i am, to know better what jobs are the best for me, and now myself better. i'm going to read <mbti>, <mbti>, <mbti> and <mbti> profiles, and write..."	"😆 don ' i want t to an be <mbti>, i want to know what i am, to know jobs better what are the best for me, and now better myself. i ' going to m read <mbti>, <mbti>, <mbti> and <mbti> profiles and, write. .."
"ENFJ"	"i've never met a lazy <mbti> or <mbti> most seem to be very driven and as for the changing partners you just need to find the right one and continue to impress and love them, seems simple enough. its..."	"i ' ve never met lazy a <mbti> or <mbti> most seem to very driven be and as for the changing partners you to just find need the right one and continue to impress love and, them simple seems enough its. ..."
"ENFJ"	"guys idk why but i don't like them very much. maybe its cause of a bad roommate experience with one. maybe its cause frank gallagher from the tv series shameless is one. its something about how every..."	"idk guys why but i don ' t them like very much. maybe cause its a of bad experience roommate with one. maybe cause its frank the gallagher from tv series one shameless is. its something about how every. .."
"ENFJ"	"anxiety: is one of the most horrible feelings in the world baseball:is pretty fun coloring:is cool driving:is something i can't do yet (because i'm 16 and i'm required to be 18 in europe)..."	": anxiety is one the of most horrible in feelings the world baseball: is fun coloring pretty: is cool driving: something is i can ' do t yet (because i ' 16 m i and ' m required to be 18 europe in ). .."
"ENFJ"	"'<url> don't take it seriously. i don't take your interpretation of both the enneagram and the functions seriously either. go on then, think of me as a 6. what difference does your opinion make?"	"' <url> don ' seriously t take it i. don ' t take interpretation your of both enneagram the and the functions seriously either. go on then, think of me as a 6. difference what your does opinion make?"
"ENFJ"	"ok, so i started this thread as an idea stemmed from 1000 dumb ways to die or something.... well... this is the perc version of that. 1000 funny ways to get banned. ok so what you do is you..."	"ok, so i started this as thread an idea stemmed from dumb 1000 ways die to or. something. .. well. .. this is perc the version of that. ways 1000 funny get to banned. ok so what you do is you. .."
"ENFJ"	"i see. i just tell people that i am not interested. my boundaries have only gotten blurred in close relationships, but when i am around strangers. i simple observe and go with the flow as long as..."	"See I i. just tell that people i am not. interested boundaries my have only gotten in blurred close, but relationships when i around am strangers. i simple observe and go with the flow long as as. .."
"ENFJ"	"you know that whole quote about fears actually being paper thin, and that one step would push you clear through and passed them? it's true."	"Know you that whole about quote being fears actually thin paper, and that one step would push clear you through passed them and? it ' s. true"
"ENFJ"	"ohhhh yeah. :( enfjs draw people in through their natural warmth. they seem to love everyone - in part because they act like they do and mask their true feelings if they really don't like someone..."	"ohhhh yeah. : (draw enfjs people through in their natural warmth. they seem to love - everyone in they part because act like they do mask and their true feelings if really they don t ' like someone. .."
"ENFJ"	"i am sorry that you are going through this ... please be patient and continue to communicate. to communicate, means that you will be frank but exposure your vulnerability to your partner. the..."	"i am sorry that you are going through this. .. please be and patient continue communicate to. to, communicate that means you will be frank exposure but your vulnerability your to partner. the. .."
"ENFJ"	"yea illuminati specifically. but i've always been open to the possibility that they were a part of it to begin with, what threw me off was the honest gestures being aired out. because then it became..."	"yea illuminati specifically. but i ' ve always been open to the possibility they were that a of part it to begin with what threw, me off was the gestures honest aired being out. because then became it. .."
"ENFJ"	"but then again, there is no such thing as darkness, assuming that the einstein theory is true, it's defined as a lack of light. now, when that's applied to selfish/selflessness, it's maybe, only on a..."	"but again then, there no is such thing as darkness, assuming that the einstein theory is, true it ' s defined as a lack of light. now, when that ' to s selfish applied / selflessness, it ' s maybe, only on a. .."
"ENFJ"	"don't mind if someone's occasionally a bit late for a legit reason (stuck in traffic, missed bus, liquid eyeliner mishap poor souls, etc) but flaky people drive me nuts. it takes far too much effort..."	"don ' mind t if someone ' s a occasionally bit for late a reason legit (stuck traffic in, missed bus liquid, eyeliner mishap poor souls, etc) but flaky people nuts drive me. it takes far too much effort. .."
"ENFJ"	"i would definitely talk with your friend about it. i know that i would be horrified if i was to learn i was doing something unknowingly hurting someone dear to me. i also recognize, since this has..."	"i would definitely talk your with friend about it i. that know i would be if horrified i to was learn i was doing unknowingly something hurting someone to me dear. i also recognize, since this has. .."
"ENFJ"	"'you described exactly what i dislike about introverted types in general, lol :p they have other awesome things... but men, i hate when they do that."	"' exactly you what described i dislike about introverted in general types, lol: p they have other awesome things. .. but men i, when hate they that do."
"ENFJ"	"i think it's hard for me also not to develop infatuation when something is mutual when i like someone a little. since i haven't had any mutual experiences, it's completely easy for me to want that..."	"i it think ' s hard for me not also to infatuation develop when something is mutual when like i a someone little. i since ' t haven had any mutual experiences, it s ' completely easy for me to that want. .."
"ENFJ"	"he is a very unhealthy <mbti> i would say...the clinginess is something i would worry about...because an overly needy <mbti> could quite quickly turn to irrational rage if they feel they are being...'"	"he a very is unhealthy <mbti> would i say. .. the is clinginess i would something worry about. .. because overly an could needy <mbti> quite quickly turn to irrational rage they if feel they are being. .. '"
"ENFJ"	"lately i've been having problems with stress, translating how i feel, frustration due to my father, i have conflicted feelings about my aunt (who i was very close to), and among too many other..."	"lately i ' been ve having problems with, stress how translating feel i, frustration due to father my, i have conflicted feelings my about aunt (who was i close to very ), and among many too other. .."
"ENFJ"	"here's an article in the huff post about <mbti> romney vs. <mbti> obama written back in september. a pretty interesting read & run-through of why the two are typed that way."	"here ' an s article huff in the post about <mbti> romney vs. <mbti> written obama in back september. pretty a interesting read & run - through of why two the are typed way that."
"ENFJ"	"my <mbti> friend is on his last warning...when he pokes at me it just riles me up closer and closer to a ~situation~ one of these days the tech room will be in shambles, he will have a dear lord!..."	"<mbti> my friend is on his last warning. .. he when pokes at it me just riles up me closer and a to closer ~ situation ~ of one these days the tech room will in be shambles, he will have a lord dear! ..."
"ENFJ"	"i believe i have some masculine essence traits, but i think my preference goes to the feminine side. i feel more attracted to masculine women so..i guess."	"believe I i have some masculine essence traits, but think my i goes preference to feminine the side. i more feel attracted masculine women so to. . guess i."
"ENFJ"	"thanks lovetohug. it's very impressive how you dealt with your daughters passing. i think you are right that with the death of a child you easily could slip into a deep dark depression. i can't even..."	"thanks lovetohug. it ' s very impressive how you with daughters dealt your passing. i think you right are that the with death a of you child easily could slip a into dark deep depression. i can ' even t. .."
"ENFJ"	"your type: <mbti> opinion: <mbti>- i don't think i know any. from reading threads on their forum they are very stubborn & argumentative just to show their debating skills. not a fan of that. as..."	"your type: opinion <mbti>: <mbti> - i don think ' t i know. any reading from on threads their forum they are stubborn very & argumentative just to show debating skills their. a not fan of that. as. .."
"ENFJ"	"i'm just going to reallybriefly respond: 1. yes, when it's in a formalized way, where we both recognize that we're debating. i think it also really helps if it's with an intuitive - could probably..."	"i ' just m to going reallybriefly respond: . 1, yes when ' it s in a formalized way, where we recognize both that we ' re. debating think i it also really helps if it ' s with an intuitive - could probably. .."
"ENFJ"	"perhaps he acted on something which was a spur of the moment kind of thing(we routinely get carried away by impulsive emotions). then he realized it would be wrong, since he has a girlfriend and..."	"perhaps he acted on something was which a spur of kind the moment of thing (we routinely get away carried impulsive by) emotions. then he it realized would be wrong, since has a he and girlfriend. .."
"ENFJ"	"i've never cared too much about my own happiness, i must say: i've always sacrificed my own need to the others. if my boyfriend would tell me that he loves another guy...i'd be more tendent to kill..."	"i ' ve never cared too much about my happiness own, i must say: ' i ve always sacrificed my need own the to others if. my boyfriend tell would me he that another loves guy. .. i ' be d more to tendent kill. .."
"ENFJ"	"i'm having the hardest time typing some of these. anyone want to help? there may be some spoilers for seasons 3/4 but i'll try to keep it vague. here are the ones i'm pretty sure of: sam yao:..."	"i ' m having hardest the time typing of some these. want anyone to help? there may be some spoilers for 3 seasons / 4 i but ' ll try to keep. it vague here are the ones i ' m sure pretty of: sam yao: ..."
"ENFJ"	"as a high school teacher, i have very strong beliefs on this subject. testing students is meaningless...unless you're testing skills in hacking a system. it does not measure what is learned in..."	"as a high teacher, school i have strong very beliefs on subject this. testing is students meaningless. .. unless you ' testing re skills hacking in system a. it does not measure what is learned in. .."
"ENFJ"	"if my partner isn't bringing up any considerations about the relationship, that freaks me out. my <mbti> boyfriend never really brings up any issue and i know we have our issues (i bring them up!). so..."	"if my partner isn t ' bringing up considerations any about relationship the, that me out freaks my. <mbti> boyfriend really never up brings any i issue and know we have our issues (i bring them up! ). so. .."
"ENFJ"	"the four stages of trust i read this article about trust not long ago. it's not the best in the world, but it helped me organize my mind regarding trust. i hope it helps. as a personal opinion,..."	"the four stages of i trust read this article about trust not long ago. it ' s not best the in the, world it but helped organize me mind my regarding trust. i hope it helps as. a personal, opinion. .."
"ENFJ"	"wow, seems like she's going through a lot all at once. my heart definitely goes out to both of you.... i have a tendency to do the same in extremely stressful and emotionally taxing..."	"wow, seems like she ' s through a going lot all at once. heart my definitely goes out to of both. you. .. i tendency have a to do the extremely same in and stressful emotionally taxing. .."
"ENFJ"	"every now and then, a waterfall seems to flow from your heart and into your body. and it flows with such grace, that you look down at your palms and your fingertips, because you have a hard..."	"every now and then, waterfall a seems to flow from your heart and into body your and. it flows such with, grace that you down at look palms and your your fingertips, because you a have hard. .."
"ENFJ"	"god damn it iamken that was so beautiful. i have homework due in 8 hours that i don't even understand, no friends to talk to right now, i need to sleep, and now this. too much. it was so..."	"god damn it iamken that so was beautiful. i have homework due in hours 8 that don i ' even t understand, no friends to talk right to now, i to need sleep, and now this. too. much was it so. .."
"ENFJ"	"it's a little upsetting, but i live with 3 other people and we are making sure we lock all the doors all of the time."	"it ' a upsetting s little, but i live with other 3 people and are we making sure we lock all the all doors of time the."
"ENFJ"	"lol. i was about to post an <mbti>/<mbti> thread since i kind of find my new <mbti> friend very interesting and the connection between the two of us were almost immediate. she's been friends with all..."	"lol. was i about to post an <mbti> / <mbti> since thread i kind find my of <mbti> friend new interesting very and connection the between two the of us were almost immediate. she ' s been friends all with. .."
"ENFJ"	"summersault aww you're sweet! definitely experiencing that mind-blown feeling when someone puts into words what im thinking when i have difficulty expressing them. thanks a lot! :) (haha had to..."	"summersault aww you ' re sweet definitely! experiencing that mind - blown feeling puts when into someone words what im thinking i have when difficulty expressing. them thanks a lot! :) (to had haha. .."
"ENFJ"	"hey guys, so, i was organizing my computer today, choosing my wallpaper, and i was wondering if <mbti>'s had certain tendencies to choose certain types of wallpaper. and even if not, i was still..."	"hey guys, , so was my i organizing today computer, choosing my wallpaper, i and was wondering if <mbti> ' s had certain tendencies to choose types certain wallpaper of. and even not if, i still was. .."
"ENFJ"	"this is a great question. akin to the other responses... i also feel like i'm an open book. willing to share very personal information, and generally very relatable to all types of people that i..."	"this is a great question akin. to other the responses. .. i also like feel ' i m an open book. willing to share very information personal, generally and very relatable to all of types that people i. .."
"ENFJ"	"i think some people are dumb enough to call me smart, and others are smart enough to call me dumb. sent from my sm-g900f using tapatalk"	"i think people are some dumb enough call to me smart, and others smart are enough to call dumb me sent. from my sm - using g900f tapatalk"
"ENFJ"	"1. someone who is unreliable. like if i ask them to meet me at a certain time and they're always late. 2. someone who doesn't take my help, or appreciate my concern for them. 3. someone who isn't..."	". 1 someone is who. unreliable like if i ask them meet to me at a certain time they and ' re always late. 2. someone who doesn ' t take my help, or appreciate my for concern them 3. someone. who isn ' t. .."
"ENFJ"	"ohh it's not that similar! i did not threaten press any sort of charges, and never said anything hateful to him, i actually cared about him and the whole experience was kind of hard for me. he backed..."	"ohh it s not ' that! similar i did not press threaten any of sort charges, never and said anything hateful to him, i actually cared him about the and whole was experience of kind hard for me. he backed. .."
"ENFJ"	"dear etherea, jawz, selene, oh my gosh you guys i'm tearing up right now and am so amazed that you care. seriously, you don't know how much that means. gosh. jawz, you guessed right. it was..."	"dear etherea, jawz, selene, oh my you gosh guys i ' tearing m up right now and am so amazed that you care. seriously, you don ' how know t that much means. gosh. jawz, you guessed right. it was. .."
"ENFJ"	"i love you for saying that! i have the same idea about this but apparently most people view an argument as a tug of war between two inflated egos to me it's a hurdle in my relationship and may..."	"love I you saying for that! i have the same about idea but this apparently most an people view as argument a of tug war between two inflated egos to me it ' s a in hurdle my relationship may and. .."
"ENFJ"	"um, this confused me, care to elaborate further? golden in terms of what? haha i was once with a girl (i think she was <mbti>, not sure), but what she loved about me was that i was able to make..."	"um, this confused me care, further to elaborate? golden terms in what of? i haha once was with a girl (i think she was <mbti>, not sure) but, what she loved about was me that i able was to make. .."
"ENFJ"	"doubt it. too cold for fe dom lol. i like helping people and all that stuff but it really doesn't reflect in my day to day life unless there's a time where someone really needs it. i guess i..."	"It doubt. too for fe cold dom lol. i like people and helping all that but stuff it really doesn ' t reflect in my day to unless day life there ' s a time where really someone needs it. guess i i. .."
"ENFJ"	"she probably saw murder as the only alternative to a future she couldn't endure. i think she should have had major counseling and a sort of imposed safe house arrest. throwing a mentally disturbed..."	"probably she saw murder as the only alternative a to future she couldn ' t endure. i think she have major should counseling had and a of sort imposed safe arrest house. a throwing disturbed mentally. .."
"ENFJ"	"dear fe, i hate you. i hate your sympathy. i hate your caring. i hate everything you represent. i can't even get me some sleep thanks to you driving me to consider people. i hate everything that..."	"dear fe, i hate. you hate i your sympathy i. hate your caring. hate i you everything represent. can i ' t even me get some thanks sleep you to driving to me consider people. i hate everything that. .."
"ENFJ"	"but how would you know what you like via your gut if you haven't tried out many kinds of relationships and witnessed your partner's behavior (and your own) in many scenarios? developing gut..."	"how but would you what you know via your like gut if you haven ' t out many tried of kinds relationships and witnessed your partner ' s (behavior and own your) in many scenarios? developing gut. .."
"ENFJ"	"i'm a heavy introvert, yet everyone at work loves me. i talk to poeple all the time and i will often times engage in conversation with those i work with. however i cannot wait to get home and be..."	"i ' a m introvert heavy, yet everyone at loves work me i. to talk poeple all the time i will and often times in engage conversation with i those work with. i however cannot wait to get home and be. .."
"ENFJ"	"count me curious too! :) would it be pure awesomeness, or would the similarity mean a lack of excitement? hmmmm..."	"count curious me too! :) would it be pure awesomeness or would, the similarity lack mean excitement a of? hmmmm. .."
"ENFJ"	"lol, i've seen a vivid example. wow, that's really good. this has actually made me realise i don't use the internet to the full capacity.lol. how your project going ?"	", lol i ve ' seen a example vivid. , wow that ' s really good. this actually has made i me realise don ' t use internet the to the full. capacity. lol how your project going?"
"ENFJ"	"ooh, sounds fantastic. thank you. ^.^ i wonder where they're lurking... =p thank you to both for your welcomes. =]"	"ooh sounds, . fantastic you thank. ^. ^ wonder i where they ' re. lurking. . = thank p you to both your welcomes for. = ]"
"ENFJ"	"i too have felt the nastiness of parents and the using by friends, families and fiance. it sometimes seems the only option is to be alone. but for us that is no easy option, as we crave the..."	"i have felt too the of nastiness parents and the using by, friends families and fiance. sometimes it seems the option only is to be alone. but for us that no is easy option, as we the crave. .."
"ENFJ"	"hey all, i'm currently going through the process of a possible add diagnosis. i've been a daydreaming, non-stop talking walking bubble of chaotic disorganisation forever, and now i go to one of..."	"All hey, ' i m going currently through the process of possible a add diagnosis. i ' ve a daydreaming been, non - stop talking walking bubble of chaotic disorganisation forever, and i now go to of one. .."
"ENFJ"	"1. multiple emergency vehicles off in a distance? what's your reaction? i hope that the ambulances get there in time and that it is not a situation of lost lives. 2. a crying animal? why is it..."	"1. multiple vehicles emergency in off a distance? what ' s your reaction i? that the hope get there ambulances in time and that it not is a of situation lost lives. 2. a animal crying? why is it. .."
"ENFJ"	"i got rid of my facebook because i got too addicted. i enjoy short term addictions though. like right now i'm addicted to studying darwin and documentaries. fun!!! :)"	"Got of I my rid facebook because i too got addicted. i short enjoy term addictions though. right like now i m ' addicted darwin to studying and documentaries. fun! !! : )"
"ENFJ"	"also with women i like if they have an intimidating presence about them. like some guys say if a girl intimidates you you should just put yourself in the mindset of she is just another fish in the..."	"also with women i like if they have an intimidating presence about them. like some guys say if a girl intimidates should you you just put the yourself mindset of in is she another just fish. in the.."
"ENFJ"	"lol, no probs! it's a really good topic! i know...but i wish it won't happen. i mean really. i think that people born in later generations won't have a problem with it, but just people like me..."	"lol no, probs! it ' s a really good topic! i know. .. wish but i won it ' happen t. mean i really i. think that people in born later generations won ' t have a problem with it, but just people like me. .."
"ENFJ"	"this is probably going to sound like the cheesiest thing in the world (i'm so good at being cheesy, and honest), but it's like you can see the worlds behind their eyes. it's the vibe of multitudes,..."	"this probably is to going sound the like cheesiest thing in the (world i ' m so good being at cheesy, and honest ), it but ' s you like can see the behind worlds eyes their. it ' s vibe the of multitudes, ..."
"ENFJ"	"it's not like i panic if i have a crush on someone...i just have a minor heart attack :unsure: it's not something people would expect of me because i look cool, confident and powerful, and i'm..."	"it ' s like not i panic i if have crush a on someone. .. i just have a minor attack heart: unsure: it ' s something people not would expect me because of i look cool, confident and powerful, and i ' m. .."
"ENFJ"	"pwowq when they do think of people, would they focus more on the good or the bad? would this thinking ever translate into regret/feeling of loss or omg i want her back?"	"When pwowq they do think of, people would more they focus good on the the or bad? would this thinking translate ever into regret / feeling of or loss i omg want her back?"
"ENFJ"	"i just got back from a date with <mbti> guy... and let me say, you guys rock my socks. just letting you know."	"Got I just back a date from <mbti> with guy. .. and let me say, you my guys rock socks. just letting you know."
